"N"	"gene"	"beta"	"pval"	"varexp"
"gene100063"	62	"1300017J02Rik"	-0.100950970267418	0.584371299750474	0.103919394146571
"gene100064"	63	"1500002C15Rik"	-2.9124348851755	0.59657554764821	0.0939487629330133
"gene100065"	64	"1500002F19Rik"	NA	NA	NA
"gene100066"	65	"1500004A13Rik"	-4.69173248942614	0.141407084535178	0.237498478959962
"gene100067"	66	"1500005C15Rik"	0.118402282453638	1	0
"gene100068"	67	"1500009C09Rik"	-0.0342368045649073	1	0
"gene100069"	68	"1500009L16Rik"	4.33736275796664	0.00738234436860614	0.667683879468828
"gene100070"	69	"1500011B03Rik"	-27.214110693798	7.66360518827292e-05	0.638797949881595
"gene100071"	70	"1500012K07Rik"	0.310675239837107	0.265647379526157	0.163713068507236
"gene100072"	71	"1500015A07Rik"	-10.6333808844508	1	0
"gene100073"	72	"1500015L24Rik"	0.113171659533999	1	0
"gene100074"	73	"1500026H17Rik"	-0.354763858553425	0.505247278846969	0.0892302928942254
"gene100075"	74	"1500032F14Rik"	0.0161673799334284	0.999999924804791	0
"gene100076"	75	"1500035N22Rik"	-0.524860687442217	0.460207378031363	0.12538399654211
"gene100077"	76	"1520401A03Rik"	0.0776939995536412	0.765714692563172	0.0748160836957219
"gene100078"	77	"1600002D24Rik"	0.0385164051355207	0.999999952442374	0
"gene100079"	78	"1600010M07Rik"	0.248517760032539	0.530638169936559	0.0887397606398796
"gene100080"	79	"1600012H06Rik"	-21.8060564401472	0.000152212753972647	0.620452547847533
"gene100081"	80	"1600012P17Rik"	NA	NA	NA
"gene100082"	81	"1600014C10Rik"	-32.1409556697849	0.0569553453255656	0.341642133147286
"gene100083"	82	"1600014C23Rik"	-0.00827956809032305	0.287408782705335	0.20373663381876
"gene100084"	83	"1600017P15Rik"	0.0385164051355207	1	0
"gene100085"	84	"1600019K03Rik"	0.00886490955127465	0.792644914810524	0.0341673042964079
"gene100086"	85	"1600020E01Rik"	-23.6428911079411	1	0
"gene100087"	86	"1600022D10Rik"	-0.185924869234427	1	0
"gene100088"	87	"1600023N17Rik"	-0.141702330004755	1	0
"gene100089"	88	"1600025M17Rik"	0.0451735615786971	1	0
"gene100090"	89	"1600027J07Rik"	-0.0173550323136636	0.680242912501332	0.0904741632714997
"gene100091"	90	"1600029O15Rik"	-0.672503016762034	0.019734685336703	0.340313611701931
"gene100092"	91	"1700001C19Rik"	2.52914885028086	0.39290102143054	0.148051187856901
"gene100093"	92	"1700001D01Rik"	0.310033285782216	1	0
"gene100094"	93	"1700001F09Rik"	-0.00590732071237621	0.721183763993202	0.0620668475296458
"gene100095"	94	"1700001G01Rik"	0.0974797907750832	1	0
"gene100096"	95	"1700001G11Rik"	-0.0404137834368838	0.964271057923464	0.00822259591681065
"gene100097"	96	"1700001G17Rik"	NA	NA	NA
"gene100098"	97	"1700001J03Rik"	-0.277288483921329	0.293570433074908	0.17210107372004
"gene100100"	98	"1700001J11Rik"	0.0179624544192946	0.00920432769576349	0.669537630583645
"gene100101"	99	"1700001K19Rik"	0.341052379056621	0.452366414525849	0.136557794966335
"gene100102"	100	"1700001K23Rik"	-0.731038917549271	0.0210714948693901	0.653067605654226
"gene100103"	101	"1700001L05Rik"	0.884064168474118	0.00493615956709097	0.508655143258376
"gene100104"	102	"1700001L19Rik"	-0.0275796481217309	1	0
"gene100105"	103	"1700001N15Rik"	-0.0100843289064446	0.473067720061695	0.181468639040122
"gene100106"	104	"1700001O22Rik"	-3.68661690025248	2.60071520318861e-08	0.844800110333145
"gene100107"	105	"1700001P01Rik"	-0.272689795533402	0.872245640125959	0.0225988462371623
"gene100108"	106	"1700003C15Rik"	-0.0290505734504261	0.62031247480668	0.0704397553408834
"gene100109"	107	"1700003D09Rik"	-0.0280551592962435	0.999999904884748	0
"gene100110"	108	"1700003E16Rik"	0.0499286733238231	1	0
"gene100111"	109	"1700003E24Rik"	-0.0122626405863677	0.015338749728856	0.650332982643739
"gene100112"	110	"1700003F12Rik"	0.0215830365672978	0.0784968961284554	0.356448422642674
"gene100113"	111	"1700003G18Rik"	-0.0943551510085193	0.271916369212281	0.239213416435718
"gene100114"	112	"1700003H04Rik"	NA	NA	NA
"gene100115"	113	"1700003I16Rik"	0.0120869808297187	0.84922876212636	0.0239521197524816
"gene100117"	114	"1700003L19Rik"	-0.0280551592962436	1	0
"gene100118"	115	"1700003M07Rik"	-0.0458085395407077	0.389637131160237	0.156961131057907
"gene100119"	116	"1700003N22Rik"	-0.000200147569066462	0.501027723999449	0.119068436004763
"gene100120"	117	"1700003O11Rik"	0.00111844317640202	0.938846979660042	0.0100951343822704
"gene100121"	118	"1700003P14Rik"	-0.043149933978541	0.434993711023226	0.112723740653993
"gene100122"	119	"1700006A11Rik"	-0.27246790299572	1	0
"gene100123"	120	"1700006F04Rik"	0.0180554037743656	0.542753859022796	0.0937890146686367
"gene100124"	121	"1700006H21Rik"	0.0228245363766049	0.999999904884748	0
"gene100125"	122	"1700006J14Rik"	-0.0413694721825963	1	0
"gene100126"	123	"1700006P03Rik"	-0.01881545975505	0.757654394798981	0.0400932604915077
"gene100127"	124	"1700007E05Rik"	-0.159296243461721	1	0
"gene100128"	125	"1700007F19Rik"	0.0438498985997557	0.176295171658814	0.245583946077006
"gene100129"	126	"1700007H22Rik"	-0.0204469805040418	1	0
"gene100130"	127	"1700007J10Rik"	0.373251154653795	0.381242196749912	0.117851645929865
"gene100131"	128	"1700007K13Rik"	NA	NA	NA
"gene100132"	129	"1700007L15Rik"	-2.63998561366852	0.0469859456642003	0.333801750987623
"gene100133"	130	"1700007M16Rik"	-0.05848787446505	1	0
"gene100134"	131	"1700007P06Rik"	0.126961483594865	1	0
"gene100135"	132	"1700008A23Rik"	-0.00767572596806228	0.766606306660483	0.0417397451943577
"gene100136"	133	"1700008B11Rik"	-0.554062887997955	0.0513591721228883	0.807679041368254
"gene100137"	134	"1700008C04Rik"	-0.0370898716119829	1	0
"gene100138"	135	"1700008H02Rik"	-0.0508796956728483	0.999999865486721	0
"gene100139"	136	"1700008J07Rik"	-0.543655073325247	0.132680297100491	0.253764299096925
"gene100140"	137	"1700008K24Rik"	0.0408939610080837	1	0
"gene100142"	138	"1700008O03Rik"	-0.150731399006436	0.16577630884578	0.257217296629389
"gene100143"	139	"1700008P02Rik"	-0.0626619779303042	0.342037573075916	0.141733297628078
"gene100144"	140	"1700009C05Rik"	0.0291113458507319	0.0976484395473984	0.303511795663885
"gene100145"	141	"1700009J07Rik"	0.0432715168806467	1	0
"gene100146"	142	"1700009N14Rik"	0.0244785529099891	0.0943939611993096	0.305183483273741
"gene100147"	143	"1700010B08Rik"	0.0427960057061341	1	0
"gene100148"	144	"1700010B13Rik"	NA	NA	NA
"gene100149"	145	"1700010D01Rik"	-0.0373112949185382	0.298747878597578	0.154734333503605
"gene100150"	146	"1700010G06Rik"	-0.118402282453638	1	0
"gene100151"	147	"1700010H22Rik"	0.00300507137645999	0.965081370517596	0.00666073194062319
"gene100152"	148	"1700010I02Rik"	-0.0172002140680124	0.888929160647305	0.0244294903274677
"gene100153"	149	"1700010I14Rik"	-0.778715609177483	0.0130326495184282	0.415290729245518
"gene100154"	150	"1700010J16Rik"	-0.0732287208749405	0.999999865486721	0
"gene100156"	151	"1700010K24Rik"	-0.157684541220634	0.0299087210733284	0.388104922082869
"gene100157"	152	"1700010L04Rik"	-0.0912981455064195	1	0
"gene100158"	153	"1700010N08Rik"	0.00835910819623691	0.0585596733570803	0.344074337084098
"gene100159"	154	"1700011B04Rik"	0.0204469805040418	1	0
"gene100160"	155	"1700011C11Rik"	-0.000400295138116465	0.501027723999449	0.119068436005922
"gene100161"	156	"1700011D18Rik"	-0.0123632905373276	1	0
"gene100163"	157	"1700011L22Rik"	-0.0266286257727057	0.999999952442374	0
"gene100165"	158	"1700012A03Rik"	0.0546770305697801	0.159022069011739	0.261153639928475
"gene100166"	159	"1700012B07Rik"	2.99767525608124	0.644224203044637	0.0700206837716059
"gene100167"	160	"1700012B09Rik"	NA	NA	NA
"gene100169"	161	"1700012C14Rik"	-0.0514726592051423	0.180713782197526	0.25557122031009
"gene100170"	162	"1700012D14Rik"	-6.95039545195293	0.0900203439880636	0.327338378556198
"gene100171"	163	"1700012D16Rik"	-1.14404805751689	0.00470390348749937	0.775132909401037
"gene100172"	164	"1700012E03Rik"	-0.000672400422212958	0.63618296261631	0.0852662483277335
"gene100173"	165	"1700012I11Rik"	0.0550860822336749	0.00158930173487088	0.568201423502539
"gene100174"	166	"1700012J15Rik"	0.00425007861327696	0.792976332188316	0.0322021784527189
"gene100175"	167	"1700012J22Rik"	0.0114122681883024	0.999999952442374	0
"gene100176"	168	"1700012P22Rik"	-0.0451735615786971	1	0
"gene100177"	169	"1700013A02Rik"	-0.698578194690214	0.0014716891979624	0.919335038239389
"gene100178"	170	"1700013D24Rik"	0.0227681670526415	0.419880961709148	0.130937208204845
"gene100179"	171	"1700013F07Rik"	-0.00427960057061344	0.999999904884748	0
"gene100180"	172	"1700013G24Rik"	-0.0313837375178317	0.999999932743361	0
"gene100181"	173	"1700013H16Rik"	-0.205896338563956	1	0
"gene100182"	174	"1700013M08Rik"	-0.0141044530030154	0.719750015202948	0.0513390924394106
"gene100183"	175	"1700013N06Rik"	0.0469370996918503	0.548810546834626	0.107715806901285
"gene100184"	176	"1700014D04Rik"	NA	NA	NA
"gene100186"	177	"1700014L14Rik"	0.00523062291963861	0.999999904884748	0
"gene100187"	178	"1700015C15Rik"	0.0114122681883024	0.999999952442374	0
"gene100188"	179	"1700015C17Rik"	-0.85810815368203	0.0482227970177338	0.743099126508032
"gene100189"	180	"1700015F17Rik"	0.0228245363766049	1	0
"gene100190"	181	"1700015G11Rik"	0.009852133694829	0.847536768883715	0.0320943649283819
"gene100191"	182	"1700015H07Rik"	-0.000200147569063482	0.501027723999441	0.119068436005183
"gene100192"	183	"1700015I17Rik"	0.00276010151132718	0.888509695391033	0.0197631589350984
"gene100193"	184	"1700015O11Rik"	0.0532572515454113	1	0
"gene100194"	185	"1700016A09Rik"	-0.0213980028530671	0.999999932743361	0
"gene100196"	186	"1700016B15Rik"	-0.0347123157394199	0.999999865486721	0
"gene100197"	187	"1700016C15Rik"	-0.136291813017601	0.0181494612744413	0.435577906401862
"gene100198"	188	"1700016D06Rik"	-0.55838392664814	0.00585212477542538	0.700381715886939
"gene100200"	189	"1700016F12Rik"	0.0356633380884451	0.999999865486721	0
"gene100201"	190	"1700016G22Rik"	-0.000400295138143362	0.501027723999439	0.119068436004028
"gene100202"	191	"1700016H03Rik"	-0.0172963473248409	0.820982016048525	0.0302812312496245
"gene100203"	192	"1700016H13Rik"	NA	NA	NA
"gene100204"	193	"1700016J18Rik"	-0.00718200205694933	0.958629443812946	0.00672838135058309
"gene100205"	194	"1700016K05Rik"	0.247265810746553	1	0
"gene100206"	195	"1700016K19Rik"	-0.425106990014265	1	0
"gene100207"	196	"1700016L21Rik"	-0.339604771140201	0.333829226621966	0.136228826717197
"gene100208"	197	"1700016P03Rik"	19.6394830011145	0.68828532516284	0.0529351796698657
"gene100209"	198	"1700016P04Rik"	-0.0684736091298146	1	0
"gene100210"	199	"1700017B05Rik"	-59.9549453676182	3.35457305017132e-08	0.84868741161636
"gene100211"	200	"1700017G19Rik"	0.0883751891807939	0.58580410594756	0.0807350537445934
"gene100213"	201	"1700017J07Rik"	-0.0437470280551593	1	0
"gene100215"	202	"1700017M07Rik"	0.0646695197337138	1	0
"gene100216"	203	"1700017N19Rik"	-0.10794103661436	0.999999904884748	0
"gene100217"	204	"1700018A04Rik"	0.0756092163754674	0.939699373680297	0.00937640775519064
"gene100218"	205	"1700018A14Rik"	0.0359273553837157	0.204784108749318	0.232985074045346
"gene100219"	206	"1700018A23Rik"	-0.326651375718622	0.0160593594797054	0.609504929394954
"gene100220"	207	"1700018B08Rik"	0.00760817879220163	0.999999904884748	0
"gene100221"	208	"1700018B24Rik"	NA	NA	NA
"gene100222"	209	"1700018F24Rik"	-0.0019020446980504	1	0
"gene100224"	210	"1700018L02Rik"	-1.09322975932247	7.90637613299662e-06	0.732803961018457
"gene100225"	211	"1700018M17Rik"	-0.0374414385866362	0.784737344041714	0.0525426657681344
"gene100226"	212	"1700018P08Rik"	0.0290061816452687	0.999999932743361	0
"gene100227"	213	"1700019A02Rik"	-0.270090347123158	1	0
"gene100228"	214	"1700019A23Rik"	-0.0233000475511175	1	0
"gene100229"	215	"1700019C18Rik"	-2.90489776509748	1	0
"gene100230"	216	"1700019D03Rik"	-0.0366029447614998	0.0140398840807238	0.437783522674527
"gene100231"	217	"1700019E08Rik"	0.0470756062767475	1	0
"gene100232"	218	"1700019F05Rik"	-0.123563446921192	0.723587079663329	0.0535997866042484
"gene100233"	219	"1700019G24Rik"	0.0242510699001427	1	0
"gene100234"	220	"1700019J19Rik"	-0.150307198987543	0.745130330435427	0.049763350749492
"gene100235"	221	"1700019L13Rik"	0.533630269853435	0.0998037498790342	0.253887792623717
"gene100236"	222	"1700019M22Rik"	0.0161673799334284	1	0
"gene100237"	223	"1700019N19Rik"	-0.0608654303376129	1	0
"gene100239"	224	"1700020A23Rik"	NA	NA	NA
"gene100240"	225	"1700020D05Rik"	-0.364678433006919	0.952028413908097	0.0111933412303084
"gene100242"	226	"1700020G03Rik"	0.0397005429422973	0.376891707450181	0.136633916835948
"gene100243"	227	"1700020G17Rik"	0.0693074488932059	0.747100511570679	0.0394930288261583
"gene100244"	228	"1700020L24Rik"	-0.27711214515434	1.85663393931924e-09	0.871456188309541
"gene100246"	229	"1700020N01Rik"	0.0375653827864955	1	0
"gene100248"	230	"1700020N18Rik"	-0.0793525594899106	0.109869407306128	0.528922897854976
"gene100249"	231	"1700021A07Rik"	-1.63563509805663	0.000355705046037173	0.572915228509252
"gene100250"	232	"1700021F02Rik"	0.00738299592044981	0.0818311153317705	0.316693533483664
"gene100251"	233	"1700021F07Rik"	-0.00586383011551832	0.6604175615359	0.0675640496959748
"gene100252"	234	"1700021F13Rik"	0.0114122681883024	0.999999911027829	0
"gene100253"	235	"1700021G15Rik"	0.00475511174512598	1	0
"gene100254"	236	"1700021J08Rik"	-0.39545146811005	0.0577928873212621	0.299132658522305
"gene100255"	237	"1700021L23Rik"	0.108416547788873	0.999999835255552	0
"gene100257"	238	"1700021P04Rik"	0.0150897837503425	0.000701320574959556	0.591251144023092
"gene100258"	239	"1700022A21Rik"	0.124108416547789	1	0
"gene100259"	240	"1700022A22Rik"	NA	NA	NA
"gene100260"	241	"1700022E09Rik"	0.00332820110370444	0.739259315207363	0.0550720513213883
"gene100261"	242	"1700022H01Rik"	-0.0527817403708987	1	0
"gene100262"	243	"1700022H16Rik"	0.0157155385408999	0.832397666698564	0.035440035376501
"gene100263"	244	"1700022I11Rik"	0.0575368521160247	1	0
"gene100264"	245	"1700022N22Rik"	-0.786735018885753	0.0198837529219058	0.346864822201241
"gene100265"	246	"1700023B13Rik"	0.871194752073485	0.00218112287318732	0.466673516297478
"gene100266"	247	"1700023C21Rik"	-0.0506093237580952	0.880789962116391	0.0236088744923533
"gene100267"	248	"1700023F02Rik"	0.173561578697099	0.999999865486721	0
"gene100268"	249	"1700023G09Rik"	-0.00124390550490501	0.580986779541149	0.072697675208743
"gene100269"	250	"1700023H06Rik"	1.20256776034237	1	0
"gene100270"	251	"1700024B05Rik"	0.0175939134569662	1	0
"gene100271"	252	"1700024B18Rik"	-0.0342368045649073	1	0
"gene100272"	253	"1700024G13Rik"	0.0161673799334284	0.999999924804791	0
"gene100273"	254	"1700024I08Rik"	0.0147013280244682	0.802817916852618	0.0327631104388027
"gene100274"	255	"1700024J04Rik"	0.189728958630528	1	0
"gene100275"	256	"1700025A08Rik"	NA	NA	NA
"gene100276"	257	"1700025B11Rik"	0.0370898716119829	0.999999865486721	0
"gene100278"	258	"1700025D23Rik"	-0.089396100808369	1	0
"gene100279"	259	"1700025F24Rik"	-0.0294816928197813	1	3.33328936377951e-19
"gene100280"	260	"1700025G04Rik"	6.93129792784515	9.08357029305416e-14	0.942541512198616
"gene100281"	261	"1700025H01Rik"	0.00425007861231533	0.792976332188316	0.0322021784160775
"gene100282"	262	"1700025J12Rik"	0.0128388017118402	0.999999911027829	0
"gene100283"	263	"1700025K04Rik"	0.0261875843587832	0.797325856047599	0.0332467081609696
"gene100284"	264	"1700025K24Rik"	0.140597775300618	0.772622361761768	0.0430057732891201
"gene100285"	265	"1700025L06Rik"	-0.232049453162149	1	0
"gene100286"	266	"1700025M24Rik"	0.0356633380884451	1	0
"gene100287"	267	"1700025N21Rik"	0.705914386831676	0.0634787624540576	0.335831699932541
"gene100288"	268	"1700025N23Rik"	0.0290061816452686	0.999999904884748	0
"gene100289"	269	"1700025O08Rik"	-0.0446980504041845	1	0
"gene100290"	270	"1700026D11Rik"	3.17839264823253	7.26464596183088e-07	0.836409468540194
"gene100291"	271	"1700026F02Rik"	0.1169757489301	0.999999865486721	0
"gene100292"	272	"1700026J12Rik"	NA	NA	NA
"gene100293"	273	"1700026J14Rik"	0.0304327151688065	0.999999932743361	0
"gene100294"	274	"1700026N04Rik"	-0.0204469805040418	1	0
"gene100295"	275	"1700027A07Rik"	-0.150737042320495	0.999999865486721	0
"gene100296"	276	"1700027A15Rik"	0.089396100808369	1	0
"gene100297"	277	"1700027F06Rik"	0.00425007861231533	0.792976332188316	0.0322021784160775
"gene100298"	278	"1700027F09Rik"	-1.73580258317447	2.93754310419969e-06	0.703922871216247
"gene100299"	279	"1700027H10Rik"	0.139919469309238	0.404010093545601	0.113354244757508
"gene100300"	280	"1700027I24Rik"	0.0185818539454645	0.173334294354429	0.204580823357682
"gene100301"	281	"1700027J07Rik"	0.159592704502373	0.543174083646257	0.0913077393275391
"gene100302"	282	"1700028B04Rik"	-0.00380408939610081	1	0
"gene100303"	283	"1700028D13Rik"	0.0280551592962435	0.999999904884748	0
"gene100304"	284	"1700028E10Rik"	-9.05314506689596	0.300128790219099	0.163743135177967
"gene100305"	285	"1700028I16Rik"	0.0337612933903947	1	3.09701987374783e-19
"gene100306"	286	"1700028J19Rik"	-0.4679029957204	0.999999809769497	0
"gene100307"	287	"1700028K03Rik"	-0.295767950546838	1	0
"gene100308"	288	"1700028M03Rik"	NA	NA	NA
"gene100309"	289	"1700028N14Rik"	0.181291423045303	0.76128393445534	0.044237556111862
"gene100310"	290	"1700028P14Rik"	-0.0154923817254605	0.615777192605694	0.0686757462885336
"gene100311"	291	"1700028P15Rik"	0.0147408464098906	0.999999952442374	0
"gene100312"	292	"1700029B22Rik"	0.0161673799334284	1	0
"gene100315"	293	"1700029F12Rik"	0.00570613409415121	0.999999932743361	0
"gene100316"	294	"1700029H14Rik"	0.46184082129333	0.121905294638318	0.37151885776462
"gene100317"	295	"1700029I15Rik"	0.429862101759391	1	0
"gene100318"	296	"1700029J03Rik"	-0.0145599183598664	0.0821314379708675	0.319297123204079
"gene100319"	297	"1700029J07Rik"	-1.7852119890584	0.155121612310921	0.309251577487102
"gene100320"	298	"1700029M03Rik"	-1.50793771248927	0.159746637848725	0.73534883840087
"gene100321"	299	"1700029M20Rik"	0.0423204945316215	1	0
"gene100322"	300	"1700029N11Rik"	-0.0227069590637181	0.235233820221582	0.339800976415899
"gene100323"	301	"1700029P11Rik"	0.0227447117842483	0.85422648804525	0.0220849871428205
"gene100324"	302	"1700030A11Rik"	0.0386634339644153	0.906824038872675	0.0140822125721793
"gene100325"	303	"1700030C10Rik"	-0.0969250317724221	0.732845593800723	0.0501013757584872
"gene100326"	304	"1700030C12Rik"	NA	NA	NA
"gene100327"	305	"1700030C14Rik"	-0.0171184022824536	1	0
"gene100328"	306	"1700030E10Rik"	0.0175939134569662	1	0
"gene100329"	307	"1700030F04Rik"	-0.00237755587256302	1	0
"gene100330"	308	"1700030I03Rik"	0.0499286733238231	1	0
"gene100331"	309	"1700030J22Rik"	0.117451260104613	1	0
"gene100332"	310	"1700030K09Rik"	0.765097479790778	0.999999809769497	0
"gene100333"	311	"1700030L20Rik"	-0.0153514519348833	0.76660630666049	0.0417397451785952
"gene100334"	312	"1700030L22Rik"	0.0418449833571089	1	0
"gene100335"	313	"1700030M09Rik"	-0.154541131716595	1	0
"gene100336"	314	"1700030N03Rik"	-0.104612458392772	1	0
"gene100338"	315	"1700030O20Rik"	0.00855920114122682	1	0
"gene100339"	316	"1700031A10Rik"	-0.00456682355971631	0.49463302184237	0.0930861980816432
"gene100340"	317	"1700031F05Rik"	-0.0325970602961857	0.0622455898488391	0.573754803287194
"gene100341"	318	"1700031F10Rik"	0.0118605060793302	0.652980959950055	0.0642755999675267
"gene100342"	319	"1700031L13Rik"	0.0170003144500581	0.792976332188332	0.0322021784236678
"gene100343"	320	"1700031M16Rik"	NA	NA	NA
"gene100344"	321	"1700031P21Rik"	0.00684887771311741	0.811286403744996	0.0337653691169579
"gene100345"	322	"1700034B16Rik"	-0.000800590276192647	0.501027723999446	0.11906843600734
"gene100346"	323	"1700034E13Rik"	-0.0190342946455163	0.54674742083278	0.080625682699912
"gene100347"	324	"1700034G24Rik"	-0.00767572596806228	0.766606306660483	0.0417397451943577
"gene100348"	325	"1700034H15Rik"	-0.143604374702806	0.999999809769497	0
"gene100349"	326	"1700034I23Rik"	-0.210773581255381	0.484750269616147	0.11809491642579
"gene100350"	327	"1700034J04Rik"	0.0608654303376129	1	0
"gene100351"	328	"1700034J05Rik"	0.0270409320463361	0.365553430384018	0.156422843646006
"gene100352"	329	"1700034K08Rik"	0.091773656680932	1	0
"gene100353"	330	"1700034P13Rik"	-0.011887779362815	1	0
"gene100354"	331	"1700036A12Rik"	0.229196386115074	1	0
"gene100358"	332	"1700037C18Rik"	-4.62292747722549	0.34875706499253	0.136525458189901
"gene100359"	333	"1700037F03Rik"	0.00425007861291505	0.792976332188314	0.0322021784389288
"gene100360"	334	"1700037H04Rik"	-3.2607943234482	1.72113088957309e-06	0.696535014403877
"gene100362"	335	"1700039I01Rik"	0.0313837375178317	1	0
"gene100363"	336	"1700039M10Rik"	NA	NA	NA
"gene100364"	337	"1700039M15Rik"	0.183071802187351	0.999999904884748	0
"gene100365"	338	"1700040D17Rik"	4.33649948798988	0.325714004345547	0.16226680799705
"gene100366"	339	"1700040E09Rik"	0.00425007861291505	0.792976332188314	0.0322021784389288
"gene100368"	340	"1700040F17Rik"	0.0161673799334284	1	0
"gene100369"	341	"1700040K01Rik"	0.0998573466476462	1	0
"gene100370"	342	"1700040L08Rik"	-0.0363252004867694	0.0263619272352998	0.417283439474338
"gene100372"	343	"1700041C23Rik"	-0.125059438896814	1	0
"gene100373"	344	"1700041G16Rik"	0.198989525918088	0.578003357707399	0.090818594405631
"gene100374"	345	"1700041I07Rik"	-0.00613638076237297	0.243056235028913	0.164523879796339
