"pseudo_name"	"PeakID"	"gene"	"beta"	"pval"	"varexp"
"3267"	"gene103268"	"ImmGenATAC1219.peak_102938"	"Pnpla8"	0.928444058269532	0.000994304666790416	0.858188987756288
"3761"	"gene103762"	"ImmGenATAC1219.peak_103382"	"Strn3"	0.241057704952665	0.0171633769325837	0.754334070427824
"4038"	"gene104039"	"ImmGenATAC1219.peak_103631"	"Arhgap5"	0.632084355510635	0.00402306806334357	0.829221827307523
"4117"	"gene104118"	"ImmGenATAC1219.peak_103702"	"Akap6"	0.203373549864245	0.0439244599778122	0.690771551670303
"4118"	"gene104119"	"ImmGenATAC1219.peak_103703"	"Akap6"	0.700183133240886	0.0287312094646388	0.754170926216359
"4119"	"gene104120"	"ImmGenATAC1219.peak_103704"	"Akap6"	0.26559619186198	0.0176017796889425	0.767996349905601
"4138"	"gene104139"	"ImmGenATAC1219.peak_103721"	"Akap6"	1.06962301527498	0.0198209262833717	0.773352201130861
"4369"	"gene104370"	"ImmGenATAC1219.peak_10393"	"Plekhm3"	-0.278639778090123	0.00202405502721266	0.828472204680277
"4477"	"gene104478"	"ImmGenATAC1219.peak_104026"	"Gm7550"	-0.232094874605668	0.000180052848154943	0.906014073908487
"4855"	"gene104856"	"ImmGenATAC1219.peak_104367"	"Nfkbia"	0.236632750706124	0.0414882972951877	0.630187389120653
"5448"	"gene105450"	"ImmGenATAC1219.peak_104901"	"Mia2"	0.206652555474504	0.0103818259894686	0.803082252770246
"5579"	"gene105581"	"ImmGenATAC1219.peak_105019"	"Gm527"	-0.287463675791442	0.000600012196314587	0.993571002984464
"6225"	"gene106228"	"ImmGenATAC1219.peak_105601"	"Nin"	0.403603790729964	0.0369759313663647	0.699703024025133
"6356"	"gene106359"	"ImmGenATAC1219.peak_10572"	"Unc80"	1.03330562924487	0.0157481016626561	0.747052881638049
"6454"	"gene106457"	"ImmGenATAC1219.peak_105808"	"Frmd6"	0.618477383041243	0.0155376120479353	0.72259005082631
"6508"	"gene106511"	"ImmGenATAC1219.peak_105857"	"Actr10"	0.256897476784894	2.77527914026638e-06	0.975425780889511
"6595"	"gene106598"	"ImmGenATAC1219.peak_105935"	"2700049A03Rik"	0.345714174644883	0.000285322053711776	0.859025960303984
"6787"	"gene106790"	"ImmGenATAC1219.peak_106107"	"Daam1"	0.276216299880231	1.65356275221306e-05	0.978307732890517
"6816"	"gene106819"	"ImmGenATAC1219.peak_106133"	"Daam1"	0.432311771357804	0.0429705603020719	0.685313078727719
"6956"	"gene106959"	"ImmGenATAC1219.peak_10626"	"Kansl1l"	0.581403529165821	0.00895857785634543	0.785908492580216
"6967"	"gene106970"	"ImmGenATAC1219.peak_10627"	"Kansl1l"	1.08176043625687	0.00873796577910791	0.791030792680627
"7174"	"gene107177"	"ImmGenATAC1219.peak_106456"	"Mnat1"	0.239939441999785	0.00857666361434026	0.712943836912907
"7180"	"gene107183"	"ImmGenATAC1219.peak_106461"	"Mnat1"	0.254165400073765	0.00322063439466543	0.779177206815136
"7511"	"gene107514"	"ImmGenATAC1219.peak_10676"	"Myl1"	0.267828575045456	0.00191534227388021	0.774616581761159
"7873"	"gene107876"	"ImmGenATAC1219.peak_107085"	"Wdr89"	0.576003680127065	0.00379573623600827	0.858470147204253
"8302"	"gene108306"	"ImmGenATAC1219.peak_107472"	"Sptb"	0.261466152293623	0.00176843651824454	0.848469968963568
"8303"	"gene108307"	"ImmGenATAC1219.peak_107473"	"Sptb"	0.475020965223265	0.00893586651462719	0.776177202551644
"8727"	"gene108731"	"ImmGenATAC1219.peak_107855"	"Gphn"	-0.555178546148156	0.0179687582022046	0.681752332307597
"8781"	"gene108785"	"ImmGenATAC1219.peak_107903"	"Gphn"	0.29834993725334	0.0266666008396612	0.659779128352303
"9688"	"gene109692"	"ImmGenATAC1219.peak_10872"	"Ikzf2"	-0.202066665623763	0.0145648768251371	0.756553768673207
"10129"	"gene110133"	"ImmGenATAC1219.peak_109116"	"Sipa1l1"	0.220303702956733	0.0119393689090584	0.710121788713933
"10157"	"gene110161"	"ImmGenATAC1219.peak_109141"	"Sipa1l1"	0.58309199247517	0.0213312028283663	0.72171921096638
"10177"	"gene110181"	"ImmGenATAC1219.peak_10916"	"Ikzf2"	0.52521098322486	0.000641834810485453	0.833863065441905
"10255"	"gene110259"	"ImmGenATAC1219.peak_10923"	"Ikzf2"	0.509337185997176	0.0362372257149578	0.694827886394913
"10266"	"gene110270"	"ImmGenATAC1219.peak_10924"	"Ikzf2"	0.216277814453831	0.0297369100977349	0.703441455078445
"10455"	"gene110459"	"ImmGenATAC1219.peak_10941"	"Spag16"	0.470740990717115	0.000802162176198134	0.845829915525333
"10466"	"gene110470"	"ImmGenATAC1219.peak_10942"	"Spag16"	0.838123807143941	0.00479529258812197	0.763716208302044
"10555"	"gene110559"	"ImmGenATAC1219.peak_10950"	"Spag16"	0.746098533821074	0.000215268871442174	0.893169467308866
"10654"	"gene110658"	"ImmGenATAC1219.peak_10959"	"Spag16"	0.75225037910565	3.7108752069571e-07	0.974313359462611
"11301"	"gene111306"	"ImmGenATAC1219.peak_110171"	"Tmed10"	0.239736337664831	0.0154907236659948	0.774120812028194
"11850"	"gene111855"	"ImmGenATAC1219.peak_110666"	"Lrrc74a"	0.279649872830265	0.0485729035641343	0.654583138501566
"12035"	"gene112040"	"ImmGenATAC1219.peak_110832"	"Tmed8"	0.36102270277996	0.00639413438366778	0.795321131201327
"12340"	"gene112345"	"ImmGenATAC1219.peak_111106"	"Nrxn3"	0.673085281568731	0.0306445363575546	0.709056432219374
"12341"	"gene112346"	"ImmGenATAC1219.peak_111107"	"Nrxn3"	0.271703275435206	0.0499542185484385	0.659669563190899
"12446"	"gene112451"	"ImmGenATAC1219.peak_111201"	"5430427M07Rik"	0.312525966573672	8.33276788350187e-05	0.912405221305221
"12447"	"gene112452"	"ImmGenATAC1219.peak_111202"	"5430427M07Rik"	0.727160611994037	0.0290080885090046	0.713481803505716
"12582"	"gene112587"	"ImmGenATAC1219.peak_111324"	"Gtf2a1"	0.678491010476628	0.0290704304873333	0.708204623996351
"12701"	"gene112706"	"ImmGenATAC1219.peak_111431"	"Ston2"	0.331382989148864	0.0458999431234136	0.672203726605478
"12820"	"gene112825"	"ImmGenATAC1219.peak_111539"	"Sel1l"	-0.541457910774793	0.000986550891239322	0.802976977625158
"12895"	"gene112901"	"ImmGenATAC1219.peak_111607"	"4930559C10Rik"	0.72603651990635	0.024101971264298	0.725609973334741
"13435"	"gene113441"	"ImmGenATAC1219.peak_112093"	"Zc3h14"	0.502657353153796	0.0245728729327299	0.721185614146492
"13436"	"gene113442"	"ImmGenATAC1219.peak_112094"	"Zc3h14"	0.334245994127721	0.00443406136616641	0.78998315185522
"13478"	"gene113484"	"ImmGenATAC1219.peak_112131"	"Eml5"	0.27994661585482	0.00721654903041586	0.752594532442494
"13479"	"gene113485"	"ImmGenATAC1219.peak_112132"	"Eml5"	0.478916850172222	0.00161976407838758	0.850699571328016
"13725"	"gene113731"	"ImmGenATAC1219.peak_112354"	"Foxn3"	0.552667591634542	0.020433096250727	0.755500702183559
"13854"	"gene113860"	"ImmGenATAC1219.peak_112470"	"1700064M15Rik"	0.506107467847494	0.00472542970221632	0.790524499138686
"13855"	"gene113861"	"ImmGenATAC1219.peak_112471"	"1700064M15Rik"	0.648160970450004	0.00232626193112438	0.826402923797312
"14069"	"gene114075"	"ImmGenATAC1219.peak_112664"	"Nrde2"	0.512434807584004	0.0222300200170346	0.751552076518181
"14094"	"gene114100"	"ImmGenATAC1219.peak_112687"	"Calm1"	0.316708834956208	0.0409550035676567	0.68435171444632
"14675"	"gene114682"	"ImmGenATAC1219.peak_11321"	"Mreg"	-0.910627609461884	0.0301161477795673	0.63869025110152
"14950"	"gene114957"	"ImmGenATAC1219.peak_113458"	"Rin3"	-0.244341752718086	0.0178281645479217	0.67489129362608
"15006"	"gene115013"	"ImmGenATAC1219.peak_113508"	"Lgmn"	0.213068318834884	1.04740642009346e-06	0.951503998978322
"15097"	"gene115104"	"ImmGenATAC1219.peak_113590"	"Chga"	0.789485943659829	0.00038539628763798	0.972110531274964
"15197"	"gene115204"	"ImmGenATAC1219.peak_113680"	"Itpk1"	0.598438629028848	0.0242626415643023	0.747223132312115
"15964"	"gene115971"	"ImmGenATAC1219.peak_114370"	"Syne3"	0.389937349915597	0.0202577110412875	0.727750211489767
"15965"	"gene115972"	"ImmGenATAC1219.peak_114371"	"Syne3"	0.50493980745816	0.0121175332219462	0.758054557675766
"16403"	"gene116410"	"ImmGenATAC1219.peak_114766"	"1700121N20Rik"	0.221658460367845	0.00146763221967229	0.885389948691955
"16408"	"gene116415"	"ImmGenATAC1219.peak_114770"	"1700121N20Rik"	0.254034525563057	0.00191221140291235	0.816296060260837
"16412"	"gene116419"	"ImmGenATAC1219.peak_114774"	"1700121N20Rik"	0.533469942694309	0.00639437175279099	0.794042244706717
"16462"	"gene116469"	"ImmGenATAC1219.peak_114819"	"4933406K04Rik"	0.263179171374678	0.0489259281258599	0.572714749503131
"16532"	"gene116539"	"ImmGenATAC1219.peak_114882"	"4933406K04Rik"	0.229701970558489	0.0305725462246733	0.664253014256972
"16546"	"gene116553"	"ImmGenATAC1219.peak_114895"	"4933406K04Rik"	0.32999934270475	0.0116160946798646	0.7659562939499
"16624"	"gene116631"	"ImmGenATAC1219.peak_114965"	"4930465M20Rik"	0.345828491511636	0.000367672285122307	0.907899659545268
"16649"	"gene116656"	"ImmGenATAC1219.peak_114988"	"4930465M20Rik"	0.632728124096645	1.98302118687633e-05	0.940994645178641
"16678"	"gene116685"	"ImmGenATAC1219.peak_115012"	"4930465M20Rik"	0.211891632829689	0.0245535924023723	0.757975562649503
"16731"	"gene116738"	"ImmGenATAC1219.peak_115060"	"Bcl11b"	0.238171708567697	0.00550970006035743	0.769965635833429
"16772"	"gene116779"	"ImmGenATAC1219.peak_115098"	"Bcl11b"	0.206159374776072	0.0213636715272688	0.649861168409981
"17309"	"gene117316"	"ImmGenATAC1219.peak_115581"	"Begain"	0.524841597339179	0.0243604080419629	0.718437159201476
"17310"	"gene117317"	"ImmGenATAC1219.peak_115582"	"Begain"	0.217374203183112	0.0316152682058439	0.701233224759736
"17311"	"gene117318"	"ImmGenATAC1219.peak_115583"	"Begain"	0.375822028697174	0.000138856710414878	0.938355810420861
"18029"	"gene118037"	"ImmGenATAC1219.peak_11623"	"6030407O03Rik"	0.294018432311037	0.00916166325255994	0.778795301535907
"18107"	"gene118115"	"ImmGenATAC1219.peak_11630"	"6030407O03Rik"	0.259622683269773	0.0054711850203354	0.789418062884041
"18978"	"gene118986"	"ImmGenATAC1219.peak_117084"	"Adam6b"	0.827427748323196	0.0383490036884757	0.695277617362059
"18979"	"gene118987"	"ImmGenATAC1219.peak_117085"	"Adam6b"	0.383470414624041	0.0158785664318778	0.745199401197814
"19031"	"gene119039"	"ImmGenATAC1219.peak_117131"	"Mir7094-1"	0.231651413520525	0.0398596009564968	0.633411787195561
"19300"	"gene119308"	"ImmGenATAC1219.peak_117374"	"Zfp386"	-0.452811889503525	0.0245993935700747	0.727392908695489
"19301"	"gene119309"	"ImmGenATAC1219.peak_117375"	"Zfp386"	0.214569112667254	0.00322694060451387	0.846859410193312
"19340"	"gene119348"	"ImmGenATAC1219.peak_11741"	"Tns1"	0.615545965603253	0.000458007158409864	0.899685589428575
"19362"	"gene119370"	"ImmGenATAC1219.peak_11743"	"Rufy4"	0.445325666507986	0.0114827741846445	0.74627445297142
"19972"	"gene119980"	"ImmGenATAC1219.peak_11798"	"Arpc2"	0.525851706944973	0.0207961911495898	0.706405148323503
"20006"	"gene120014"	"ImmGenATAC1219.peak_118009"	"Cdca7l"	0.553472089929616	0.0418444255233545	0.666778934214144
"20043"	"gene120051"	"ImmGenATAC1219.peak_118042"	"Cdca7l"	0.692717621377561	0.00634557784280519	0.800523125469197
"20136"	"gene120144"	"ImmGenATAC1219.peak_118126"	"Sp4"	0.383281432373492	0.0372758590919782	0.705845813071617
"20158"	"gene120166"	"ImmGenATAC1219.peak_118146"	"Sp4"	0.578551520998322	0.00178881955396747	0.830528609732988
"20218"	"gene120226"	"ImmGenATAC1219.peak_11820"	"Gpbar1"	0.252171999545556	5.28723115877872e-06	0.967802319328974
"20839"	"gene120848"	"ImmGenATAC1219.peak_118760"	"Akr1e1"	-0.682235770029214	0.0112060220119585	0.769778484052814
"20891"	"gene120900"	"ImmGenATAC1219.peak_118807"	"1700016G22Rik"	0.294259951427085	0.0176012431703819	0.682817423730661
"20915"	"gene120924"	"ImmGenATAC1219.peak_118829"	"1700016G22Rik"	0.420127947785221	0.00122081417458749	0.865622267533257
"20917"	"gene120926"	"ImmGenATAC1219.peak_118830"	"1700016G22Rik"	0.850032829394827	0.0439479092969727	0.712135186617475
"21057"	"gene121066"	"ImmGenATAC1219.peak_118957"	"1700016G22Rik"	0.338808730102094	0.00937257500352214	0.782036907319247
"21084"	"gene121093"	"ImmGenATAC1219.peak_118981"	"Klf6"	0.392658118395753	0.00185724542837532	0.826189688788134
"21451"	"gene121460"	"ImmGenATAC1219.peak_119310"	"Adarb2"	0.684339887421005	0.0146979905827902	0.687180346775052
"21452"	"gene121461"	"ImmGenATAC1219.peak_119311"	"Adarb2"	0.382798272948576	0.000174691921909132	0.903334280277637
"21455"	"gene121464"	"ImmGenATAC1219.peak_119314"	"Adarb2"	0.242960731239355	0.00600188323184012	0.737728973796463
"21463"	"gene121472"	"ImmGenATAC1219.peak_119321"	"Adarb2"	0.659708958983207	0.0059802695263685	0.815360784218775
"21524"	"gene121533"	"ImmGenATAC1219.peak_119377"	"Wdr37"	1.0735195375758	0.0011568496199098	0.832344743333181
"21526"	"gene121535"	"ImmGenATAC1219.peak_119379"	"Wdr37"	0.317063960139948	0.00205032052556054	0.857990145903391
"21533"	"gene121542"	"ImmGenATAC1219.peak_119385"	"Wdr37"	2.49627543518169	0.0059726199488986	0.802585696315767
"21608"	"gene121617"	"ImmGenATAC1219.peak_119452"	"Gtpbp4"	0.941421488392007	0.00221626291211033	0.826150551028107
"21624"	"gene121633"	"ImmGenATAC1219.peak_119467"	"Larp4b"	0.538725993752017	0.0238597931681466	0.703884277461016
"21700"	"gene121709"	"ImmGenATAC1219.peak_119535"	"Dip2c"	0.779546157634853	0.0016933876137018	0.845613496964996
"21704"	"gene121713"	"ImmGenATAC1219.peak_119539"	"Dip2c"	0.262282103277561	6.91566238914017e-05	0.915241809949846
"21793"	"gene121802"	"ImmGenATAC1219.peak_119619"	"Zmynd11"	0.234060828949896	0.0161115350006291	0.720257174781361
"22044"	"gene122053"	"ImmGenATAC1219.peak_119845"	"Chrm3"	0.425875239761992	0.0222376418039492	0.669361207735981
"22137"	"gene122146"	"ImmGenATAC1219.peak_119929"	"Ryr2"	0.580670574672391	0.00425434738909262	0.787488742404193
"22139"	"gene122148"	"ImmGenATAC1219.peak_119930"	"Ryr2"	0.286021215912163	0.00434474845787144	0.778677732909425
"22239"	"gene122248"	"ImmGenATAC1219.peak_120019"	"Mtr"	0.729586053362492	0.00665511122304054	0.800903539822352
"22241"	"gene122250"	"ImmGenATAC1219.peak_120020"	"Mtr"	0.299975207309721	0.00022719995160443	0.914662549025331
"22243"	"gene122252"	"ImmGenATAC1219.peak_120022"	"Mtr"	0.447137218994234	0.00316828122422	0.837552655326273
"22550"	"gene122559"	"ImmGenATAC1219.peak_1203"	"Ncoa2"	0.459887135626265	0.0439297683418543	0.666103977224142
"22663"	"gene122673"	"ImmGenATAC1219.peak_120401"	"Lyst"	0.628017194232732	0.0381080664530151	0.702060422247624
"23007"	"gene123017"	"ImmGenATAC1219.peak_120711"	"A530046M15Rik"	1.46222541073923	0.0173968987028006	0.775397906787105
"23008"	"gene123018"	"ImmGenATAC1219.peak_120712"	"A530046M15Rik"	1.01883623165252	0.0166870462617189	0.750548104063708
"23012"	"gene123022"	"ImmGenATAC1219.peak_120716"	"A530046M15Rik"	0.788022633760003	0.00647848919663917	0.842788834582608
"23246"	"gene123256"	"ImmGenATAC1219.peak_120927"	"Sugct"	0.629715971154177	0.0151762104358947	0.677908996462284
"23247"	"gene123257"	"ImmGenATAC1219.peak_120928"	"Sugct"	0.924095894566592	0.000488102838111236	0.848093458673854
"23251"	"gene123261"	"ImmGenATAC1219.peak_120931"	"Sugct"	0.210287957560522	0.00698333141146479	0.74849191868351
"23257"	"gene123267"	"ImmGenATAC1219.peak_120937"	"Sugct"	0.308672391719359	0.000133291076790042	0.887676551586728
"23258"	"gene123268"	"ImmGenATAC1219.peak_120938"	"Sugct"	0.243933501950134	1.7204067381744e-05	0.922843990860578
"23726"	"gene123736"	"ImmGenATAC1219.peak_121359"	"Stard3nl"	-0.202937850806105	0.00270753220220908	0.829604985720276
"23753"	"gene123763"	"ImmGenATAC1219.peak_121383"	"9330199G10Rik"	-1.28253612930324	0.018066504028355	0.690391464266439
"23842"	"gene123852"	"ImmGenATAC1219.peak_121463"	"Gpr141"	-0.260493811262825	0.0208209280858137	0.721751605021859
"23887"	"gene123897"	"ImmGenATAC1219.peak_121503"	"Gpr141"	0.318032476575083	9.37019458020431e-08	0.978085635137467
"24158"	"gene124168"	"ImmGenATAC1219.peak_121748"	"Elmo1"	0.30528086304247	0.000958257051102118	0.855535335961894
"24254"	"gene124264"	"ImmGenATAC1219.peak_121834"	"Trim27"	0.374727903137652	0.00405431548630332	0.807806335024477
"24271"	"gene124281"	"ImmGenATAC1219.peak_12185"	"Glb1l"	-0.227715872586163	4.57816666615656e-09	0.989768836012618
"24460"	"gene124470"	"ImmGenATAC1219.peak_122019"	"Prss16"	0.204677150200637	0.0134940449492592	0.743915049477617
"25445"	"gene125455"	"ImmGenATAC1219.peak_122906"	"Prl5a1"	0.262769654242587	0.000893508195891229	0.866537196291803
"25487"	"gene125497"	"ImmGenATAC1219.peak_122944"	"Mir6368"	0.267703256856785	0.0290069884027093	0.693381566806215
"25578"	"gene125588"	"ImmGenATAC1219.peak_123025"	"Mir6368"	0.217942384497094	0.0408061308764954	0.612974233642258
"25592"	"gene125602"	"ImmGenATAC1219.peak_123038"	"Mir6368"	0.545580945669319	0.0133255944115971	0.795797602558422
"25733"	"gene125743"	"ImmGenATAC1219.peak_123165"	"Sox4"	0.970336330547889	0.0404278733186473	0.687153489230977
"25734"	"gene125744"	"ImmGenATAC1219.peak_123166"	"Sox4"	0.488879301413077	0.0133709613772111	0.77978583716105
"25738"	"gene125748"	"ImmGenATAC1219.peak_12317"	"Stk11ip"	0.238173770913971	0.00481026052509968	0.811027741661426
"26081"	"gene126091"	"ImmGenATAC1219.peak_123479"	"E2f3"	0.434922902829077	0.00185809797664279	0.812693503793868
"26125"	"gene126135"	"ImmGenATAC1219.peak_123518"	"Mboat1"	0.723776161557889	0.039002024374076	0.623274027328282
"26133"	"gene126143"	"ImmGenATAC1219.peak_123525"	"Mboat1"	0.267629950024372	0.028642770428364	0.699676775710582
"26135"	"gene126145"	"ImmGenATAC1219.peak_123527"	"Mboat1"	0.223361174576296	0.0481611676761655	0.678963175980149
"26164"	"gene126174"	"ImmGenATAC1219.peak_123553"	"Mboat1"	0.328728090006	0.000212565208085347	0.887348836199724
"26241"	"gene126252"	"ImmGenATAC1219.peak_123623"	"Uqcrfs1"	0.208119102951469	0.00924247999871607	0.784698590952847
"26244"	"gene126255"	"ImmGenATAC1219.peak_123626"	"Uqcrfs1"	0.385799828923076	3.95063688396169e-06	0.946449860065629
"26316"	"gene126327"	"ImmGenATAC1219.peak_123691"	"Dusp22"	0.395912152202127	0.0291858122395804	0.712434017054871
"26668"	"gene126679"	"ImmGenATAC1219.peak_124007"	"Foxq1"	0.313217470996235	1.76353223411657e-05	0.933431674777325
"26888"	"gene126899"	"ImmGenATAC1219.peak_124205"	"Gmds"	0.246714193836258	0.00653708071472185	0.777140934664341
"27265"	"gene127276"	"ImmGenATAC1219.peak_124545"	"Tubb2a"	0.452045116065241	1.86687021662505e-05	0.973426453947719
"27268"	"gene127279"	"ImmGenATAC1219.peak_124548"	"4930447K03Rik"	0.437262234375639	0.00239486718197779	0.861709386456459
"27291"	"gene127302"	"ImmGenATAC1219.peak_124569"	"Tubb2b"	0.326863353740578	0.0337699853294312	0.717852618150347
"27563"	"gene127574"	"ImmGenATAC1219.peak_124813"	"Prpf4b"	0.2691095748678	0.00797450576488186	0.740344441555349
"27573"	"gene127584"	"ImmGenATAC1219.peak_124822"	"Prpf4b"	0.203450433216623	0.0497834512670129	0.650909259924633
"27790"	"gene127801"	"ImmGenATAC1219.peak_125017"	"Cdyl"	0.208707583476251	0.00680206399179493	0.798641593551199
"27792"	"gene127803"	"ImmGenATAC1219.peak_125019"	"Cdyl"	0.244364579705351	0.0117029838621061	0.717812997048676
"28266"	"gene128277"	"ImmGenATAC1219.peak_125446"	"F13a1"	0.405079835593885	0.000450536994018191	0.876488980518555
"28364"	"gene128375"	"ImmGenATAC1219.peak_125534"	"Ly86"	0.219981359139166	0.0039277298647271	0.793633782391949
"28592"	"gene128603"	"ImmGenATAC1219.peak_12574"	"Farsb"	0.327138566190718	0.0131021302588196	0.764823045681353
"28847"	"gene128858"	"ImmGenATAC1219.peak_12597"	"Farsb"	0.338768563222637	0.0216272765535164	0.706220165401831
"28875"	"gene128886"	"ImmGenATAC1219.peak_125995"	"Txndc5"	0.686841164519962	0.0244967463233768	0.700343348161895
"28922"	"gene128933"	"ImmGenATAC1219.peak_126036"	"Bloc1s5"	0.538486016946564	0.0325711305224154	0.679931209593604
"28957"	"gene128968"	"ImmGenATAC1219.peak_126068"	"Slc35b3"	0.682876361332126	0.0355779490535735	0.698876791086641
"28964"	"gene128975"	"ImmGenATAC1219.peak_126074"	"Slc35b3"	0.230464479695886	0.022266382877733	0.762677841086582
"29267"	"gene129278"	"ImmGenATAC1219.peak_126347"	"Gcm2"	0.338245702402158	0.00914478391699011	0.724803765197701
"29301"	"gene129312"	"ImmGenATAC1219.peak_126378"	"Smim13"	0.540635523266669	0.00562634619023613	0.800300773120262
"29641"	"gene129652"	"ImmGenATAC1219.peak_126684"	"Gm10790"	0.334406797521082	0.0247390275634234	0.702205700888429
