"gene"	"beta"	"sd"	"pval"	"pval_anova"	"cov"	"varexp"	"singular"	"beta_norm"
"gene100079"	"1600010M07Rik"	0.0398828185771648	0.0356478379468449	0.356113270274992	0.356113270274992	0.00127076835028452	0.447972767887811	FALSE	0.011130123296601
"gene100080"	"1600012H06Rik"	3.14883518526342	0.979270061842156	0.0043399464665694	0.0043399464665694	0.95896985402034	0	TRUE	0.0226879933796429
"gene100082"	"1600014C10Rik"	-2.94547497122294	3.57298691662171	0.465261738970573	0.465261738970573	12.7662355063499	0.393376086059879	FALSE	3.17295561131914e-05
"gene100086"	"1600020E01Rik"	-1.22929910182392	1.13495819867162	0.355445486815409	0.355445486815409	1.28813011273192	0.128267931192011	FALSE	0.00641180084659299
"gene100088"	"1600023N17Rik"	0.00574568272122233	0.0305173817972559	0.867610263468894	0.867610263468894	0.000931310591759484	0.0775183660629617	FALSE	0.0110032147644992
"gene100091"	"1600029O15Rik"	-0.109041706187187	0.104738120282246	0.387315414443256	0.387315414443256	0.0109700738402581	0.27435320258808	FALSE	0.0105764801054575
"gene100092"	"1700001C19Rik"	0.0632879205530449	0.0255586779466248	0.0223395494282406	0.0223395494282406	0.000653246018379286	0	TRUE	0.0112171343202552
"gene100093"	"1700001D01Rik"	0.0785950289518939	0.0635979283945014	0.327618274955477	0.327618274955477	0.00404469649607213	0.389229571671154	FALSE	0.0112740401680633
"gene100095"	"1700001G01Rik"	0.0157498472889007	0.0186732832569108	0.408955687216342	0.408955687216342	0.000348691507592825	0	TRUE	0.0110404063392568
"gene100096"	"1700001G11Rik"	-0.0435423543828324	0.0368828221943615	0.355550422655141	0.355550422655141	0.00136034257302089	0.0743931250591843	FALSE	0.0108199811017387
"gene100097"	"1700001G17Rik"	-0.0285438697164156	0.0276343042024096	0.313973401691891	0.313973401691891	0.000763654768751312	0	TRUE	0.0108757396071035
"gene100098"	"1700001J03Rik"	-0.0324858876989709	0.0254412355477882	0.297825033246121	0.297825033246121	0.000647256466198044	0.176338267232651	FALSE	0.0108610847245791
"gene100102"	"1700001K23Rik"	-0.0564217560088527	0.045306819116218	0.227405468977229	0.227405468977229	0.0020527078584297	0	TRUE	0.0107721005190911
"gene100103"	"1700001L05Rik"	0.298591814602562	0.0657517785243628	0.000198757651103587	0.000198757651103586	0.00432329637911686	0	TRUE	0.0120919022538524
"gene100106"	"1700001O22Rik"	0.0112826382643744	0.159434427832367	0.946952638773072	0.946952638773072	0.0254193367782344	0.705376399297673	FALSE	0.0110237990016553
"gene100107"	"1700001P01Rik"	-0.0319110141266481	0.0198944917706684	0.124387028363951	0.124387028363951	0.000395790802813194	0	TRUE	0.0108632218798905
"gene100113"	"1700003G18Rik"	0.0297621573030062	0.0211783923638024	0.262999806096783	0.262999806096783	0.000448524303115164	0.115809718706329	FALSE	0.01109249863261
"gene100114"	"1700003H04Rik"	-0.0281567196406402	0.0323736630390348	0.394760444848315	0.394760444848315	0.00104805405856497	0	TRUE	0.0108771788798072
"gene100122"	"1700006A11Rik"	0.0120045227067759	0.0466905994270597	0.799722045814717	0.799722045814717	0.00218001207485815	0	TRUE	0.0110264826859376
"gene100130"	"1700007J10Rik"	0.0254988878181656	0.0576219409156617	0.685395343715468	0.685395343715468	0.00332028807488801	0.636537817160889	FALSE	0.0110766494625283
"gene100132"	"1700007L15Rik"	-0.252794518853383	0.216881692627136	0.332148973655582	0.332148973655582	0.0470376685968116	0.43641124235545	FALSE	0.0100420633190597
"gene100139"	"1700008J07Rik"	0.0716562506580255	0.0854150270270143	0.483221709485975	0.483221709485975	0.00729572684202558	0.287350680256526	FALSE	0.011248244501679
"gene100142"	"1700008O03Rik"	0.0172955797185119	0.0162768673799451	0.300632213385196	0.300632213385196	0.000264936411704321	0	TRUE	0.0110461527684382
"gene100153"	"1700010I14Rik"	0.0396338663801282	0.305447256550436	0.90547671521637	0.90547671521637	0.0932980265341878	0.311510267724047	FALSE	0.01112919778961
"gene100154"	"1700010J16Rik"	0.0152636340245235	0.016795195902561	0.374272609632434	0.374272609632434	0.000282078605405402	0	TRUE	0.0110385987883266
"gene100156"	"1700010K24Rik"	0.0328110690877329	0.0156688584106726	0.049201219928161	0.049201219928161	0.000245513123893706	0	TRUE	0.01110383329527
"gene100157"	"1700010L04Rik"	-0.00616660452021747	0.024530430026899	0.827548222826882	0.827548222826882	0.000601741997304586	0.145554281305398	FALSE	0.0109589295352359
"gene100159"	"1700011B04Rik"	0.0478393224354112	0.0337620607308997	0.171885669692426	0.171885669692426	0.00113987674479696	0	TRUE	0.0111597024689596
"gene100166"	"1700012B07Rik"	0.00968467221445627	0.182260932543433	0.960041318235201	0.960041318235201	0.0332190475316019	0.804490917020066	FALSE	0.0110178583882838
"gene100170"	"1700012D14Rik"	-0.843343323586968	0.289222293712749	0.0504314501118174	0.0504314501118174	0.0836495351804638	0.257761078863337	FALSE	0.00784663361870663
"gene100171"	"1700012D16Rik"	0.0410130395025314	0.121017426200038	0.751590214678086	0.751590214678086	0.0146452174440816	0.710001808653471	FALSE	0.0111343250163705
"gene100173"	"1700012I11Rik"	0.0413628944008998	0.0111835679925226	0.0406051303620173	0.0406051303620173	0.000125072193043376	0.0700112584591725	FALSE	0.0111356256401773
"gene100188"	"1700015C17Rik"	-0.00193129496960727	0.093417360396689	0.984648954764147	0.984648954764147	0.00872680322348489	0.674924253308808	FALSE	0.0109746747612069
"gene100196"	"1700016B15Rik"	0.00618427047572009	0.017402372970197	0.726033308065134	0.726033308065134	0.000302842584993843	0	TRUE	0.0110048452623932
"gene100197"	"1700016C15Rik"	0.0520136593804069	0.0173106501451565	0.10631896009355	0.10631896009355	0.000299658608448006	0.0579306201374709	FALSE	0.0111752210226084
"gene100198"	"1700016D06Rik"	-0.0476818103750049	0.0627768221112761	0.504880156266422	0.504880156266422	0.0039409293943908	0.518151743644338	FALSE	0.0108045922218429
"gene100206"	"1700016K19Rik"	-0.0197388581580459	0.0282443454615505	0.492686875365531	0.492686875365531	0.000797743050551406	0	TRUE	0.0109084731995388
"gene100207"	"1700016L21Rik"	-0.0492777771718306	0.0365322861435834	0.270061608544533	0.270061608544533	0.00133460793087666	0.151843677995319	FALSE	0.0107986590409128
"gene100210"	"1700017B05Rik"	-3.80580703555842	3.70749936711901	0.361755940003088	0.361755940003088	13.7455515571879	0.68028524839959	FALSE	-0.0031666488862252
"gene100217"	"1700018A04Rik"	0.000216314133094025	0.0209874395377995	0.993744995081605	0.993744995081605	0.000440472618352791	0.110090904546546	FALSE	0.0109826587326776
"gene100219"	"1700018A23Rik"	-0.0509794660635413	0.0217565851467282	0.0295693522955505	0.0295693522955505	0.000473348997246835	0	TRUE	0.0107923328265449
"gene100224"	"1700018L02Rik"	0.512540924182268	0.111967297975909	0.000182616695922229	0.00018261669592223	0.012536675816026	0	TRUE	0.0128872814431258
"gene100227"	"1700019A02Rik"	-0.011323698486554	0.0184643973742664	0.587446407631931	0.587446407631931	0.000340933970394817	0.0101394547753646	FALSE	0.0109397574749921
"gene100229"	"1700019C18Rik"	-0.219699595506975	0.0983256249948386	0.0370306344750085	0.0370306344750085	0.00966792853062563	0	TRUE	0.0101650973122935
"gene100230"	"1700019D03Rik"	0.0819946358095319	0.0435435997215247	0.284449939365692	0.284449939365692	0.00189604507670837	0.111425968538323	FALSE	0.0112866785779713
"gene100234"	"1700019J19Rik"	-0.0253793670227648	0.0505319239161783	0.658625509865526	0.658625509865526	0.00255347533467043	0.286249221215252	FALSE	0.0108875039915959
"gene100235"	"1700019L13Rik"	-0.00651521085175485	0.017140904166919	0.70787973425194	0.70787973425194	0.000293810595659501	0	TRUE	0.0109576335531125
"gene100240"	"1700020D05Rik"	-0.0277077947248926	0.0218733300524781	0.281540379967679	0.281540379967679	0.000478442567584642	0.252532228212297	FALSE	0.0108788478072275
"gene100244"	"1700020L24Rik"	0.471518746896692	0.0721195172118232	0.00892777455259882	0.00892777455259882	0.00520122476286646	0.210688791764985	FALSE	0.0127347770173034
"gene100249"	"1700021A07Rik"	-0.189134618056263	0.195386939201496	0.394961519605437	0.394961519605437	0.0381760560105293	0.578981054020687	FALSE	0.0102787259552573
"gene100254"	"1700021J08Rik"	-0.00578555234299995	0.0264202597898964	0.84238217040815	0.84238217040815	0.000698030127365615	0.109237989950581	FALSE	0.0109603461383352
"gene100263"	"1700022I11Rik"	-0.0159773973538621	0.0309878543047599	0.651942071188087	0.651942071188087	0.00096024711441303	0.185950832229243	FALSE	0.0109224568410262
"gene100264"	"1700022N22Rik"	-0.076737201911402	0.0579672534374141	0.265355638538864	0.265355638538864	0.0033602024710774	0.266964607810043	FALSE	0.0106965756294408
"gene100269"	"1700023H06Rik"	0.147467558825087	0.0403210374640094	0.00156518458999894	0.00156518458999894	0.00162578606217405	0	TRUE	0.0115300813223422
"gene100280"	"1700025G04Rik"	5.1539693895739	0.949481267071824	0.00732114813178692	0.00732114813178692	0.901514676520316	0.542943896414284	FALSE	0.0301422988494906
"gene100285"	"1700025L06Rik"	0.0023486062027081	0.0259382211704703	0.928753919466597	0.928753919466597	0.000672791317488234	0	TRUE	0.0109905857614039
"gene100287"	"1700025N21Rik"	0.148004978091559	0.0317953329321106	0.000152574919502641	0.000152574919502641	0.00101094319626376	0	TRUE	0.0115320792371794
"gene100290"	"1700026D11Rik"	-0.0406090372466827	0.13484306185638	0.784443441044931	0.784443441044931	0.0181826513308036	0.414413276520632	FALSE	0.0108308860286637
"gene100295"	"1700027A07Rik"	0.0025650667668841	0.0153183891742499	0.868697428706545	0.868697428706545	0.000234653046893777	0	TRUE	0.0109913904772001
"gene100298"	"1700027F09Rik"	0.0421788266017998	0.518296520996727	0.93797139266073	0.93797139266073	0.26863128367731	0.902270991436451	FALSE	0.0111386589572766
"gene100301"	"1700027J07Rik"	0.0355201789485317	0.0555434777074218	0.572422884952878	0.572422884952878	0.00308507791583487	0.34618453483555	FALSE	0.0111139047071536
"gene100304"	"1700028E10Rik"	0.392188091493962	0.499906948100323	0.538020917364238	0.538020917364238	0.249906956758979	0.0117582102165667	FALSE	0.0124398566387951
"gene100306"	"1700028J19Rik"	-0.00268936576852148	0.0530075356115733	0.960039556258057	0.960039556258057	0.00280979883161221	0	TRUE	0.0109718565501908
"gene100307"	"1700028K03Rik"	0.00335866686734669	0.0482433863430739	0.956970267771632	0.956970267771632	0.00232742432584709	0.0711128385781634	FALSE	0.0109943407722759
"gene100309"	"1700028N14Rik"	-0.0372610362632244	0.0572610348941392	0.565975356358747	0.565975356358747	0.00327882611714783	0.0227554152244519	FALSE	0.0108433325880961
"gene100316"	"1700029H14Rik"	-0.0139572168690622	0.0159821293436907	0.451923572006413	0.451923572006413	0.000255428458358459	0.0341533255067643	FALSE	0.0109299670826877
"gene100317"	"1700029I15Rik"	0.0031807626218305	0.136711745961756	0.982857560433209	0.982857560433209	0.0186901014839116	0.46657739513732	FALSE	0.0109936793938066
"gene100319"	"1700029J07Rik"	-0.0189372990083873	0.143660126811491	0.896443650998558	0.896443650998558	0.0206382320354937	0	TRUE	0.0109114530832497
"gene100325"	"1700030C10Rik"	-0.0200839577563349	0.0717827619420136	0.802879032515531	0.802879032515531	0.0051527649120238	0.172177984806536	FALSE	0.0109071902540787
"gene100331"	"1700030J22Rik"	-0.00797985573916613	0.020421973135026	0.700114271799516	0.700114271799516	0.000417056986727725	0	TRUE	0.0109521885757276
"gene100332"	"1700030K09Rik"	0.085738770725811	0.390017732601557	0.839521752587739	0.839521752587739	0.15211383174366	0.3487044180873	FALSE	0.0113005978085772
"gene100348"	"1700034H15Rik"	0.0127396933704439	0.030646883793268	0.682060959190428	0.682060959190428	0.000939231486238075	0	TRUE	0.011029215763199
"gene100349"	"1700034I23Rik"	0.059608913822916	0.032095645184358	0.0780675991580603	0.0780675991580603	0.00103013043980021	0	TRUE	0.0112034572107964
"gene100351"	"1700034J05Rik"	0.0697474798345648	0.0321765648543608	0.0424277207410667	0.0424277207410667	0.00103533132582689	0	TRUE	0.0112411484376054
"gene100353"	"1700034P13Rik"	-0.0155562691675729	0.0167518707320548	0.364154386256151	0.364154386256151	0.000280625173023473	0	TRUE	0.0109240224310678
"gene100358"	"1700037C18Rik"	0.261665070901605	0.313660437695098	0.470955262018036	0.470955262018036	0.0983828701750806	0.193393623916718	FALSE	0.011954623049816
"gene100360"	"1700037H04Rik"	0.770018521776608	0.992769178405823	0.487892135592623	0.487892135592623	0.985590641592574	0.533429298578687	FALSE	0.0138444825421766
"gene100365"	"1700040D17Rik"	-0.0435433685947026	0.033627883086712	0.21011850443764	0.21011850443764	0.00113083452089357	0	TRUE	0.0108199773312951
"gene100373"	"1700041G16Rik"	0.0436440085709039	0.0410101949604345	0.360896229324357	0.360896229324357	0.00168183609069284	0.196557491900854	FALSE	0.0111441059313213
"gene100376"	"1700041M19Rik"	-0.0144088175623903	0.0271511745717073	0.65432532547178	0.65432532547178	0.000737186280623325	0.0444021352981105	FALSE	0.0109282882077713
"gene100381"	"1700042O10Rik"	0.0103398050946484	0.0306660993701835	0.761678160676352	0.761678160676352	0.000940409650581971	0.0676242572937178	FALSE	0.0110202939163404
"gene100392"	"1700047K16Rik"	-0.00670993935585761	0.0219624483757767	0.763128233123497	0.763128233123497	0.000482349138658655	0	TRUE	0.0109569096286237
"gene100395"	"1700047N06Rik"	-0.0586082333190544	0.0220609295356465	0.0151454146422581	0.0151454146422581	0.00048668461197676	0	TRUE	0.0107639720508126
"gene100398"	"1700048M11Rik"	0.00490812976107455	0.052591316184789	0.932794642168943	0.932794642168943	0.00276584653804845	0.211397220637399	FALSE	0.0110001010698655
"gene100400"	"1700048O20Rik"	-0.0537694083983883	0.0678512942668423	0.491596231637749	0.491596231637749	0.00460379813368563	0.198377476453636	FALSE	0.0107819609111077
"gene100412"	"1700052K11Rik"	0.0255263472454488	0.128395223348296	0.844417948726942	0.844417948726942	0.0164853333786588	0	TRUE	0.0110767515459491
"gene100413"	"1700054A03Rik"	0.0403158790107826	0.0175640798814526	0.032659922729962	0.032659922729962	0.000308496902082048	0	TRUE	0.0111317332460756
"gene100420"	"1700055D18Rik"	0.0591591215042863	0.0594103168994626	0.331256867713018	0.331256867713018	0.00352958575409457	0	TRUE	0.0112017850587112
"gene100421"	"1700056E22Rik"	-0.0502253309877897	0.0866555348211595	0.659565077838106	0.659565077838106	0.00750918171514118	0.0988307539634854	FALSE	0.0107951364060797
"gene100422"	"1700056N10Rik"	0.308643341370661	0.203016375349641	0.144091112826747	0.144091112826747	0.0412156486601063	0	TRUE	0.012129269902764
"gene100426"	"1700058P15Rik"	0.0717213340164579	0.0638782796740635	0.334850944482624	0.334850944482624	0.00408043461411787	0.15490826478126	FALSE	0.0112484864561746
"gene100431"	"1700061A03Rik"	0.0471727879290338	0.0256537787730371	0.212941938098556	0.212941938098556	0.000658116365335928	0.0881640386271405	FALSE	0.0111572245541121
"gene100439"	"1700062C10Rik"	-0.627646342867528	0.674918946376145	0.394718610020798	0.394718610020798	0.455515584177486	0.858922918260515	FALSE	0.00864851070990102
"gene100448"	"1700064H15Rik"	-0.00765847408518497	0.0114515844453115	0.579363110749236	0.579363110749236	0.0001311387863081	0.019632850669584	FALSE	0.0109533833471382
"gene100451"	"1700065D16Rik"	0.0938032075633477	0.0322694415324828	0.00871915472851737	0.00871915472851737	0.00104131685681832	0	TRUE	0.0113305782335784
"gene100458"	"1700066B19Rik"	0.134378880236884	0.132851300383322	0.323859470222589	0.323859470222589	0.0176494680135396	0	TRUE	0.011481422729724
"gene100461"	"1700066M21Rik"	0.844000468631689	0.423775878009804	0.0602462566300872	0.0602462566300872	0.17958599478298	0	TRUE	0.0141195185123006
"gene100465"	"1700067K01Rik"	0.0502250271817348	0.0481577143925295	0.427050213356741	0.427050213356741	0.00231916545551244	0.220499601638607	FALSE	0.0111685715869974
"gene100470"	"1700071G01Rik"	-0.000241017678911091	0.0155175230769216	0.987761680101025	0.987761680101025	0.000240793522442793	0	TRUE	0.0109809585517016
"gene100472"	"1700071M16Rik"	0.0793869562952307	0.0289368288638405	0.0125252832860177	0.0125252832860177	0.00083734006469519	0	TRUE	0.011276984244482
"gene100478"	"1700074H08Rik"	-0.0272332216610023	0.0280438198704445	0.486452453226827	0.486452453226827	0.000786455832925935	0.139596785691459	FALSE	0.0108806120844402
"gene100479"	"1700074P13Rik"	0.0543732371812636	0.0200183984131832	0.0132987614895122	0.0132987614895122	0.000400736275028937	0	TRUE	0.0111839930108717
"gene100486"	"1700082M22Rik"	0.00737265059040191	0.0194480270847251	0.708612127829382	0.708612127829382	0.0003782257574882	0	TRUE	0.0110092631953025
"gene100490"	"1700084E18Rik"	-0.0822042025538786	0.0625460996849898	0.257493833401078	0.257493833401078	0.00391201458580468	0.595107836603104	FALSE	0.0106762514572707
"gene100492"	"1700084J12Rik"	0.114450540697247	0.0625953738871972	0.0824418258078242	0.0824418258078242	0.00391818083207801	0	TRUE	0.0114073369502701
"gene100498"	"1700086O06Rik"	0.0686569537156934	0.0494342777083492	0.180150782886004	0.180150782886004	0.00244374781254619	0	TRUE	0.0112370942876163
"gene100500"	"1700087I21Rik"	0.0221786339421545	0.022982048640425	0.346048843694926	0.346048843694926	0.00052817455971086	0	TRUE	0.0110643060559994
"gene100502"	"1700088E04Rik"	0.0153438928757382	0.033643140504107	0.653247614323637	0.653247614323637	0.00113186090297908	0	TRUE	0.0110388971593745
"gene100513"	"1700094D03Rik"	-0.226473856301723	0.204077065167522	0.34512084651751	0.34512084651751	0.0416474485273891	0.270479695473745	FALSE	0.010139913257686
"gene100521"	"1700095J07Rik"	0.0118517796591283	0.0251308269722819	0.642314124312054	0.642314124312054	0.000631558464310771	0	TRUE	0.0110259148469702
"gene100522"	"1700095J12Rik"	0.0751997352987934	0.0573191777126957	0.20439791824214	0.20439791824214	0.00328548813365959	0	TRUE	0.0112614177929649
"gene100525"	"1700096K18Rik"	0.121864108340942	0.302770862206984	0.724104436812925	0.724104436812925	0.0916701950015608	0.146517151412645	FALSE	0.0114348976979342
"gene100527"	"1700097N02Rik"	-0.263274115610928	0.0733173612109202	0.00182660951272416	0.00182660951272416	0.00537543545493255	0	TRUE	0.0100031042731947
"gene100535"	"1700102H20Rik"	-0.0349682142871755	0.0309253408690227	0.350169684918952	0.350169684918952	0.000956376707865248	0.0696351404042441	FALSE	0.0108518564042881
"gene100536"	"1700102P08Rik"	-0.0630468815272005	0.0596458399409072	0.388283368906331	0.388283368906331	0.00355762622225632	0.164605782626536	FALSE	0.0107474708911672
"gene100540"	"1700105P06Rik"	-0.016192454451476	0.0134227028434825	0.241759997307413	0.241759997307413	0.000180168951624434	0	TRUE	0.0109216573427702
"gene100548"	"1700109H08Rik"	0.072693827180198	0.298792788714032	0.832041115394301	0.832041115394301	0.0892771305875083	0.222851642831464	FALSE	0.0112521018057574
"gene100551"	"1700110C19Rik"	0.0543293213234611	0.0282481547777195	0.0687977711173099	0.0687977711173099	0.000797958248346	0	TRUE	0.0111838297488727
"gene100554"	"1700110K17Rik"	-0.00400470559802027	0.0195976883115746	0.851374773738316	0.851374773738316	0.000384069387157627	0.306432227470985	FALSE	0.0109669666306713
