"GENE_NAME"	"GENE_TYPE"	"beta"	"StdErr"	"Tvalue"	"Chisq"	"Pvalue"	"CalledSignificant"	"Chromosome.scaffold.name"	"gene"	"Chromosome.scaffold.name.1"	"Gene.start..bp."	"Gene.end..bp."
"40"	"ABCC5"	"protein_coding"	-0.00433736102915877	0.0188636622039919	-0.229932076934716	0.052845319018715	0.818184164967145	0	"3"	"Abcc5"	"16"	20331303	20426394
"41"	"ABCC6"	"protein_coding"	-0.0294302784886714	0.0271179118945929	-1.08527082037388	1.16654136711854	0.28011303775388	0	"16"	"Abcc6"	"7"	45967555	46030302
"42"	"ABCC9"	"protein_coding"	-0.0280284911575789	0.0161555509224787	-1.73491398046849	2.93114539737516	0.0868858295811835	0	"12"	"Abcc9"	"6"	142587862	142702315
"43"	"ABCD1"	"protein_coding"	0.0713195687145848	0.0361355826516347	1.97366594035972	3.80236510124584	0.0511802419120136	0	"X"	"Abcd1"	"X"	73716597	73738534
"44"	"ABCD2"	"protein_coding"	-0.26781867443143	0.042433806288865	-6.31144594025515	32.0235442869817	1.52315307381255e-08	1	"12"	"Abcd2"	"15"	91145871	91191799
"45"	"ABCD3"	"protein_coding"	0.0465284706739471	0.0219559402116616	2.11917459354503	4.36198673926735	0.036749422723594	0	"1"	"Abcd3"	"3"	121758774	121815302
"46"	"ABCD4"	"protein_coding"	0.0108351751396445	0.0140826857705107	0.769396925857246	0.589687560149169	0.442539962703677	0	"14"	"Abcd4"	"12"	84601464	84617413
"47"	"ABCE1"	"protein_coding"	-0.0570831412635094	0.0180651320390886	-3.15985187044276	9.35138921943285	0.00222816509998812	0	"4"	"Abce1"	"8"	79683462	79711740
"48"	"ABCF1"	"protein_coding"	0.0374040858328393	0.018307399558934	2.04311298895458	4.06776386887685	0.043709100365491	0	"6"	"Abcf1"	"17"	35956819	35969761
"49"	"ABCF2"	"protein_coding"	-0.0349094860715083	0.0235476171178991	-1.48250610228297	2.16608039289875	0.141085433032954	0	"7"	"Abcf2"	"5"	24565345	24577467
"50"	"ABCF3"	"protein_coding"	0.0270501813863143	0.0203620762791762	1.32845889659975	1.74496650456405	0.186510766187678	0	"3"	"Abcf3"	"16"	20548577	20561379
"51"	"ABCG1"	"protein_coding"	-0.0677552922992956	0.033801376131328	-2.00451283510017	3.90635669217144	0.0481037735536988	0	"21"	"Abcg1"	"17"	31057675	31117988
"52"	"ABCG2"	"protein_coding"	0.145709574380028	0.0432851808040808	3.36626927907602	10.589267494772	0.00113746035076227	0	"4"	"Abcg3"	"5"	104935057	104982718
"53"	"ABHD1"	"protein_coding"	-0.0162770979765006	0.0213348904592081	-0.762933280938192	0.579054790606975	0.446683051492988	0	"2"	"Abhd1"	"5"	30950066	30955091
"54"	"ABHD10"	"protein_coding"	-0.0247420381664439	0.0232852205445344	-1.06256404654288	1.12089556643406	0.289725697040965	0	"3"	"Abhd10"	"16"	45729725	45742955
"55"	"ABHD11"	"protein_coding"	0.0337323328722363	0.0270703633735798	1.24609826645912	1.53769803160048	0.214960774016612	0	"7"	"Abhd11"	"5"	135009152	135012175
"56"	"ABHD12"	"protein_coding"	0.0826167415102445	0.0404325373327204	2.0433231986009	4.06857976148984	0.0436879921682718	0	"20"	"Abhd12"	"2"	150832493	150904741
"57"	"ABHD12B"	"protein_coding"	-0.0232801310123188	0.0365624261429823	-0.636722818154317	0.404379226114713	0.524836264225467	0	"14"	"Abhd12b"	"12"	70154142	70183887
"58"	"ABHD13"	"protein_coding"	0.0260776641349486	0.0200868888478507	1.29824306454202	1.66751945158559	0.196591113130435	0	"13"	"Abhd13"	"8"	9977707	9992155
"59"	"ABHD14A"	"protein_coding"	-0.0211553953700377	0.0214579036966299	-0.985902242322037	0.965929651336069	0.325697414306229	0	"3"	"Abhd14a"	"9"	106440051	106447678
"60"	"ABHD14B"	"protein_coding"	-0.111821856123833	0.0197998789279583	-5.64760302478092	26.4649603580644	2.68362018762209e-07	1	"3"	"Abhd14b"	"9"	106447459	106452923
"61"	"ABHD15"	"protein_coding"	0.154325507081108	0.035678561305745	4.32544086513539	16.7914745449172	4.17203195985423e-05	0	"17"	"Abhd15"	"11"	77515121	77538607
"62"	"ABHD16A"	"protein_coding"	0.0946886958039813	0.019950261449752	4.74623834090947	19.4459023092784	1.03489630307484e-05	0	"6"	"Abhd16a"	"17"	35089263	35102987
"63"	"ABHD17A"	"protein_coding"	0.317419780023206	0.0329773662859802	9.62538297541824	59.9143216229475	9.90778675607107e-15	1	"19"	"Abhd17a"	"10"	80583654	80590341
"64"	"ABHD17B"	"protein_coding"	0.0920049284458408	0.0213117716141378	4.31709433226127	16.617172886411	4.57350343470175e-05	0	"9"	"Abhd17b"	"19"	21653185	21685637
"65"	"ABHD18"	"protein_coding"	-0.0300949572197821	0.0169542080064078	-1.77507302071603	3.08967068827488	0.0787907522553093	0	"4"	"Abhd18"	"3"	40846970	40938138
"66"	"ABHD2"	"protein_coding"	0.208992621519704	0.0416154862798775	5.02199157578412	21.8877423038146	2.89074545580274e-06	0	"15"	"Abhd2"	"7"	79273199	79365508
"67"	"ABHD3"	"protein_coding"	0.0431329325465214	0.0202722643017746	2.1276820341547	4.38319350217908	0.0362949346763001	0	"18"	"Abhd3"	"18"	10642092	10706771
"68"	"ABHD4"	"protein_coding"	0.184729211356685	0.0411942083394959	4.48434910641483	17.6505863465571	2.65433432836428e-05	0	"14"	"Abhd4"	"14"	54254188	54270637
"69"	"ABHD5"	"protein_coding"	0.0870913435499593	0.0299496016861649	2.90792994386268	8.02047439980794	0.00462514535188807	0	"3"	"Abhd5"	"9"	122351608	122381524
"70"	"ABHD6"	"protein_coding"	0.0945936196474412	0.0788930729084845	1.19901046010933	1.42470182837144	0.23263105285863	0	"3"	"Abhd6"	"14"	8002902	8056763
"71"	"ABI1"	"protein_coding"	0.0810954658984397	0.0135806395686553	5.97140256086404	29.4277264713502	5.8041283017834e-08	1	"10"	"Abi1"	"2"	22940073	23040241
"72"	"ABI2"	"protein_coding"	0.0327180609581086	0.0216129361905521	1.51381842196948	2.25698216291586	0.133013044253968	0	"2"	"Abi2"	"1"	60409619	60481158
"73"	"ABI3"	"protein_coding"	0.510015099784212	0.0372003088537123	13.7099695002483	92.5918689861586	6.42709477132453e-22	1	"17"	"Abi3"	"11"	95830074	95842476
"74"	"ABI3BP"	"protein_coding"	-0.0511822044179571	0.0212702464113879	-2.40628168701208	5.54206308143941	0.0185646843507968	0	"3"	"Abi3bp"	"16"	56477878	56690135
"75"	"ABL1"	"protein_coding"	0.127968562109337	0.0271995165825957	4.70481016531084	19.2664378983053	1.1368731708977e-05	0	"9"	"Abl1"	"2"	31688376	31804227
"76"	"ABL2"	"protein_coding"	-0.126501647501032	0.0515816434650724	-2.4524547688499	5.79657619913255	0.0160574127825219	0	"1"	"Abl2"	"1"	156558786	156649568
"77"	"ABLIM1"	"protein_coding"	-0.301932978125904	0.0277720921931167	-10.8718124664997	71.4703602196837	2.81454479164921e-17	1	"10"	"Ablim1"	"19"	57032733	57314919
"78"	"ABO"	"protein_coding"	-0.034645546452251	0.0121840250656117	-2.8435222568636	7.63309492686675	0.00573068823088256	0	"9"	"Abo"	"2"	26842503	26864979
"79"	"ABR"	"protein_coding"	0.0333256850687826	0.0208391236349517	1.59918841370509	2.51688140457993	0.112633136340718	0	"17"	"Abr"	"11"	76416734	76623558
"80"	"ABRACL"	"protein_coding"	-0.110347005175564	0.0170449114901834	-6.47389722376179	33.2060120391147	8.28938462512079e-09	1	"6"	"Abracl"	"10"	18011260	18023288
"81"	"ABT1"	"protein_coding"	0.068319602084075	0.0136623031038848	5.0005918888338	21.5606900129913	3.42806543823744e-06	0	"6"	"Abt1"	"13"	23418361	23423866
"82"	"ABTB1"	"protein_coding"	0.0463588279252728	0.0212224086208101	2.1844282029239	4.62323781399606	0.031541645466643	0	"3"	"Abtb1"	"6"	88835914	88841984
"83"	"ACAA1"	"protein_coding"	0.0118448645812855	0.0282436955950141	0.419380832845987	0.175639264841323	0.675147885397528	0	"3"	"Acaa1b"	"9"	119148023	119157093
"84"	"ACAA1"	"protein_coding"	0.0118448645812855	0.0282436955950141	0.419380832845987	0.175639264841323	0.675147885397528	0	"3"	"Acaa1a"	"9"	119339676	119350299
"85"	"ACAA2"	"protein_coding"	0.192015072512784	0.0226952793934793	8.46057319602563	49.2519708001328	2.25107073083017e-12	1	"18"	"Acaa2"	"18"	74779197	74806208
"86"	"ACACA"	"protein_coding"	-0.040601712820809	0.0199815270157588	-2.03196246156701	4.02206549829896	0.0449086822140147	0	"17"	"Acaca"	"11"	84129672	84401651
"87"	"ACACB"	"protein_coding"	-0.0294947790597893	0.0201049828737579	-1.46703825837561	2.10838757256631	0.146493603556312	0	"12"	"Acacb"	"5"	114146535	114250761
"88"	"ACAD10"	"protein_coding"	-0.0693424491240159	0.019057967960474	-3.63850171580892	12.1965968932826	0.000478767746529766	0	"12"	"Acad12"	"5"	121596775	121618938
"89"	"ACAD10"	"protein_coding"	-0.0693424491240159	0.019057967960474	-3.63850171580892	12.1965968932826	0.000478767746529766	0	"12"	"Acad10"	"5"	121621026	121660514
"90"	"ACAD11"	"protein_coding"	-0.0566217566755974	0.0246874087514092	-2.29354798819723	5.09263267455101	0.0240276887991372	0	"3"	"Acad11"	"9"	104063377	104127725
"91"	"ACAD8"	"protein_coding"	0.00605412458363041	0.0164388124153077	0.368282357063267	0.135287917680934	0.713011139477886	0	"11"	"Acad8"	"9"	26974135	26999566
"92"	"ACAD9"	"protein_coding"	-0.0516931619092193	0.0215131677208619	-2.40286147442113	5.55475932907302	0.0184305067541839	0	"3"	"Acad9"	"3"	36065979	36092853
"93"	"ACADL"	"protein_coding"	0.034218206444586	0.0229372638464711	1.49181727487738	2.1947261419501	0.138483819740179	0	"2"	"Acadl"	"1"	66830839	66863277
"94"	"ACADM"	"protein_coding"	-0.00538653814450476	0.0168597446914183	-0.319491086199338	0.102008347955412	0.749432720711147	0	"1"	"Acadm"	"3"	153922357	153944632
"95"	"ACADS"	"protein_coding"	0.0638744134880432	0.0371529108227864	1.71923039335233	2.90180061666848	0.0884806648374815	0	"12"	"Acads"	"5"	115110299	115119346
"96"	"ACADSB"	"protein_coding"	-0.0631350156531539	0.0189384508386514	-3.3336948302182	10.3228270050872	0.00131394870085461	0	"10"	"Acadsb"	"7"	131410601	131448944
"97"	"ACADVL"	"protein_coding"	0.0738472360906289	0.0232754573435682	3.17275123751909	9.47476623366914	0.00208317429389685	0	"17"	"Acadvl"	"11"	70010183	70015411
"98"	"ACAP1"	"protein_coding"	-0.0460697095118411	0.010965543950897	-4.20131547674592	15.835666616097	6.90878703199493e-05	0	"17"	"Acap1"	"11"	69881567	69895539
"99"	"ACAP2"	"protein_coding"	-0.00791728292757496	0.0103483905170649	-0.76507384549501	0.58315507503012	0.445078282779404	0	"3"	"Acap2"	"16"	31092412	31201245
"100"	"ACAT1"	"protein_coding"	-0.0887310226876124	0.0152191356057229	-5.83022748376369	28.0405046685912	1.18802600501095e-07	1	"11"	"Acat1"	"9"	53580522	53610382
"101"	"ACAT2"	"protein_coding"	0.0365922095086287	0.0243254603751023	1.50427613473173	2.22433263017521	0.135851347179706	0	"6"	"Acat3"	"17"	12923813	12940600
"102"	"ACAT2"	"protein_coding"	0.0365922095086287	0.0243254603751023	1.50427613473173	2.22433263017521	0.135851347179706	0	"6"	"Acat2"	"17"	12942890	12960747
"103"	"ACBD3"	"protein_coding"	0.124873272972718	0.0421087047271824	2.96549784140258	8.3275818081197	0.00390476018675845	0	"1"	"Acbd3"	"1"	180726043	180754204
"104"	"ACBD4"	"protein_coding"	-0.0391128599090661	0.0297873090315749	-1.31307127701955	1.70560360441706	0.191556775353613	0	"17"	"Acbd4"	"11"	103101682	103112200
"105"	"ACBD5"	"protein_coding"	0.185610390368567	0.020455518035462	9.07385430409487	54.8434594798683	1.30522406276672e-13	1	"10"	"Acbd5"	"2"	23068167	23115558
"106"	"ACBD6"	"protein_coding"	-0.0618782082980378	0.0132529661099897	-4.66900826460241	19.1930365284467	1.18143574631419e-05	0	"1"	"Acbd6"	"1"	155558120	155691330
"107"	"ACBD7"	"protein_coding"	-0.0248498765202759	0.0214727770352477	-1.15727353194627	1.32369651241392	0.249929718296508	0	"10"	"Acbd7"	"2"	3336168	3340993
"108"	"ACCS"	"protein_coding"	-0.00390368615220049	0.0307531750398471	-0.126936036592724	0.0160928542881607	0.899053094473174	0	"11"	"Accs"	"2"	93833467	93849943
"109"	"ACD"	"protein_coding"	0.0566174719953482	0.0221567002988158	2.55532056812513	6.23126796986398	0.0125513830593781	0	"16"	"Acd"	"8"	105695860	105701102
"110"	"ACE"	"protein_coding"	0.025804850877655	0.0412046454825696	0.626260718310778	0.391232135603218	0.531652449092748	0	"17"	"Ace"	"11"	105967945	105989964
"111"	"ACER1"	"protein_coding"	-0.107535264047575	0.0339644696780578	-3.16611049920343	9.43742026496651	0.00212602334590917	0	"19"	"Acer1"	"17"	56953490	56982126
"112"	"ACER3"	"protein_coding"	0.0203489527588821	0.0320854359233258	0.634211509780005	0.401203750005578	0.526468244212313	0	"11"	"Acer3"	"7"	98206389	98321208
"113"	"ACIN1"	"protein_coding"	-0.0225972890083728	0.0227316154783125	-0.994090764465556	0.982086679675987	0.321684180994573	0	"14"	"Acin1"	"14"	54642161	54686931
"114"	"ACKR2"	"protein_coding"	-0.0133256236538568	0.0191837767059185	-0.694629835310045	0.481043058598836	0.487950233457614	0	"3"	"Ackr2"	"9"	121898355	121911074
"115"	"ACKR3"	"protein_coding"	0.0385021658507299	0.0374206003080909	1.02890294473457	1.05041519218017	0.305411483760993	0	"2"	"Ackr3"	"1"	90203980	90216751
"116"	"ACKR4"	"protein_coding"	-0.000413092992310813	0.0371193137982363	-0.0111287884942108	0.000123726401568547	0.991125123933794	0	"3"	"Ackr4"	"9"	104084157	104126933
"117"	"ACLY"	"protein_coding"	0.109511624578076	0.0143647901283169	7.62361465777349	42.4858557540691	7.11952147089602e-11	1	"17"	"Acly"	"11"	100476353	100528000
"118"	"ACO1"	"protein_coding"	-0.00324936549944365	0.0156913487222875	-0.207080064113823	0.0428664126649352	0.835977014621822	0	"9"	"Aco1"	"4"	40143081	40198338
"119"	"ACO2"	"protein_coding"	0.0296231064791704	0.0184457844604755	1.60595536300692	2.53779886950775	0.111149638885117	0	"22"	"Aco2"	"15"	81872309	81915133
"120"	"ACOT11"	"protein_coding"	-0.0185371790874668	0.0106117507461396	-1.74685398582419	2.96627229845053	0.0850175526107446	0	"1"	"Acot11"	"4"	106744555	106804998
"121"	"ACOT13"	"protein_coding"	-0.0233111358176736	0.0162380401889087	-1.43558801102094	2.03445513552261	0.153769279148084	0	"6"	"Acot13"	"13"	24817948	24831540
"122"	"ACOT2"	"protein_coding"	-0.00359732120779406	0.0284698617752244	-0.126355415287776	0.0159561896050064	0.899480357330548	0	"14"	"Acot5"	"12"	84069325	84076020
"123"	"ACOT2"	"protein_coding"	-0.00359732120779406	0.0284698617752244	-0.126355415287776	0.0159561896050064	0.899480357330548	0	"14"	"Gm49366"	"12"	84038935	84058613
"124"	"ACOT2"	"protein_coding"	-0.00359732120779406	0.0284698617752244	-0.126355415287776	0.0159561896050064	0.899480357330548	0	"14"	"Acot2"	"12"	83987861	83993873
"125"	"ACOT2"	"protein_coding"	-0.00359732120779406	0.0284698617752244	-0.126355415287776	0.0159561896050064	0.899480357330548	0	"14"	"Acot1"	"12"	84009490	84018371
"126"	"ACOT2"	"protein_coding"	-0.00359732120779406	0.0284698617752244	-0.126355415287776	0.0159561896050064	0.899480357330548	0	"14"	"Acot3"	"12"	84052144	84060402
"127"	"ACOT4"	"protein_coding"	0.118957893959544	0.0199138473232304	5.97362689533	28.9136847724655	7.56763667192122e-08	1	"14"	"Acot4"	"12"	84038379	84048601
"128"	"ACOT7"	"protein_coding"	0.192504042954387	0.0438543786566008	4.38961966515999	17.0369064540494	3.66602880307891e-05	0	"1"	"Acot7"	"4"	152178134	152271855
"129"	"ACOT8"	"protein_coding"	0.0153124963450817	0.0245819789973086	0.622915524692222	0.38626728370248	0.534268030835378	0	"20"	"Acot8"	"2"	164792765	164804882
"130"	"ACOT9"	"protein_coding"	0.0902448262571807	0.0207542354028567	4.34826070464436	16.8964565126982	3.94752062797575e-05	0	"X"	"Acot10"	"15"	20665214	20666750
"131"	"ACOT9"	"protein_coding"	0.0902448262571807	0.0207542354028567	4.34826070464436	16.8964565126982	3.94752062797575e-05	0	"X"	"Acot9"	"X"	155262443	155297654
"132"	"ACOX1"	"protein_coding"	-0.0133112170032803	0.0211546056536395	-0.629234939247862	0.394947722900525	0.529710066507339	0	"17"	"Acox1"	"11"	116171888	116199045
"133"	"ACOX2"	"protein_coding"	-0.0340958568010418	0.0515620540501153	-0.661258699428511	0.436057394247257	0.509031547558746	0	"3"	"Acox2"	"14"	8225511	8259353
"134"	"ACOX3"	"protein_coding"	0.01916160537953	0.0318234182356215	0.602122790130743	0.36172246785938	0.547551173746892	0	"4"	"Acox3"	"5"	35583040	35615352
"135"	"ACOXL"	"protein_coding"	-0.021505126187137	0.0233892455964396	-0.919445054286425	0.840888017041195	0.359142920975432	0	"2"	"Acoxl"	"2"	127838876	128123873
"136"	"ACP2"	"protein_coding"	0.0465599754203008	0.029755014820472	1.56477742327544	2.41056491624713	0.12051886760854	0	"11"	"Acp2"	"2"	91202885	91214098
"137"	"ACP5"	"protein_coding"	-0.115706100179585	0.0429927798576219	-2.69129143457963	6.92948282771968	0.00847862027241759	0	"19"	"Acp5"	"9"	22126727	22135711
"138"	"ACP6"	"protein_coding"	-0.13651505707761	0.0230402348805746	-5.92507228269215	28.6887013564077	8.49982017742298e-08	1	"1"	"Acp6"	"3"	97158777	97177299
"139"	"ACRBP"	"protein_coding"	0.0209734587764958	0.0425334654602048	0.493104865770203	0.24265764523264	0.622293178370229	0	"12"	"Acrbp"	"6"	125049689	125063267
"140"	"ACSBG1"	"protein_coding"	0.0430219105113439	0.0327891692192871	1.31207686976216	1.70305612398514	0.191888787262778	0	"15"	"Acsbg1"	"9"	54604877	54661870
"141"	"ACSBG2"	"protein_coding"	-0.041059950714878	0.0472284470089781	-0.869390236504547	0.752246502373197	0.385765905594567	0	"19"	"Acsbg2"	"17"	56843103	56874447
"142"	"ACSF2"	"protein_coding"	-0.0248423413523104	0.0213203571518743	-1.16519348974069	1.34614147962616	0.245953802866746	0	"17"	"Acsf2"	"11"	94557102	94601871
"143"	"ACSF3"	"protein_coding"	-0.0237933105869314	0.0204005262474633	-1.16630866764479	1.34802696487371	0.245623341819993	0	"16"	"Acsf3"	"8"	122775486	122817880
"144"	"ACSL1"	"protein_coding"	0.067479036639294	0.0297688224208976	2.26676875844185	4.97350748948489	0.025738401944521	0	"4"	"Acsl1"	"8"	46471037	46536051
"145"	"ACSL3"	"protein_coding"	0.0839328589144071	0.0289368836789922	2.90054934199225	7.97830796874848	0.00473411690710897	0	"2"	"Acsl3"	"1"	78657825	78707743
"146"	"ACSL4"	"protein_coding"	0.0535161627384772	0.024929374972441	2.14671097039691	4.46108933980301	0.0346753775522333	0	"X"	"Acsl4"	"X"	142317993	142390535
"147"	"ACSL5"	"protein_coding"	0.0859548617653541	0.0203209424824542	4.22986590506668	15.9448741619267	6.52141337797107e-05	0	"10"	"Acsl5"	"19"	55251938	55297720
"148"	"ACSL6"	"protein_coding"	-0.225132174805597	0.0386824499408985	-5.82000817294584	28.1880664334913	1.10081190086871e-07	1	"5"	"Acsl6"	"11"	54303798	54364756
"149"	"ACSM2A"	"protein_coding"	-0.0455456021952222	0.0276246466897994	-1.64873066818409	2.67259143735912	0.102089672583936	0	"16"	"Acsm2"	"7"	119554340	119600690
"151"	"ACSM3"	"protein_coding"	-0.0681499968533565	0.0245501952771569	-2.77594520467084	7.29178552055362	0.00692705969809756	0	"16"	"Acsm3"	"7"	119760923	119787513
"152"	"ACSM5"	"protein_coding"	-0.0134398598975526	0.0372635363254528	-0.360670543454902	0.129822306737395	0.718616348523346	0	"16"	"Acsm5"	"7"	119519463	119545551
"153"	"ACSS1"	"protein_coding"	0.101988985389835	0.017585426493807	5.79963104254266	27.475435387923	1.59102541719479e-07	1	"20"	"Acss1"	"2"	150618105	150668500
"154"	"ACSS2"	"protein_coding"	-0.114370013286313	0.0240548208782418	-4.75455684601518	19.8805770440151	8.24335945085128e-06	0	"20"	"Acss2"	"2"	155517948	155585724
"155"	"ACSS3"	"protein_coding"	-0.00613804352912105	0.033597076705323	-0.182695761984214	0.0333706923335342	0.855051880057859	0	"12"	"Acss3"	"10"	106933517	107123668
