"N"	"gene"	"beta"	"pval"	"varexp"
"gene100082"	81	"1600014C10Rik"	39.2130557833514	0.0512125816199518	0.464671395414933
"gene100083"	82	"1600014C23Rik"	0.0252264405004603	0.230773331862509	0.197472902106564
"gene100084"	83	"1600017P15Rik"	-0.0142942227516379	0.999999835255552	0
"gene100085"	84	"1600019K03Rik"	-0.0232281119714115	0.999999932743361	0
"gene100086"	85	"1600020E01Rik"	-10.9732472767381	0.00682765363276654	0.409418206985105
"gene100087"	86	"1600022D10Rik"	-0.0296592491533803	0.506326674563288	0.0927770391955617
"gene100088"	87	"1600023N17Rik"	0.176891006551519	1	0
"gene100089"	88	"1600025M17Rik"	-0.00595592614651578	1	0
"gene100090"	89	"1600027J07Rik"	0.0497240805769026	0.821582916633556	0.0369464243379951
"gene100091"	90	"1600029O15Rik"	-1.31278554729721	0.23442652475246	0.201792388208899
"gene100092"	91	"1700001C19Rik"	1.31573379779392	0.00798185124554006	0.448399733095039
"gene100093"	92	"1700001D01Rik"	0.135199523525908	1	0
"gene100094"	93	"1700001F09Rik"	0.0562835020845741	1	0
"gene100095"	94	"1700001G01Rik"	0.0223347230494343	1	0
"gene100096"	95	"1700001G11Rik"	-0.38117927337701	1	0
"gene100097"	96	"1700001G17Rik"	-0.342167957117332	1	0
"gene100098"	97	"1700001J03Rik"	-0.296605122096486	1	0
"gene100100"	98	"1700001J11Rik"	-0.0873323425187291	0.00916821994874568	0.68455171625841
"gene100101"	99	"1700001K19Rik"	-0.108342394670445	0.00585322444627388	0.42617926497332
"gene100102"	100	"1700001K23Rik"	-0.191456672239285	0.000126429299744173	0.766763873599184
"gene100103"	101	"1700001L05Rik"	0.817031161994672	0.000406596387331462	0.573145097076596
"gene100104"	102	"1700001L19Rik"	0.0102168008978227	0.753351226855597	0.0392400937902615
"gene100105"	103	"1700001N15Rik"	0.0297659243085174	0.681384827231975	0.127995107650136
"gene100106"	104	"1700001O22Rik"	2.07041153744431	6.21839846954688e-07	0.739494878341715
"gene100107"	105	"1700001P01Rik"	-0.0848929643516515	0.434157668778816	0.108532594519108
"gene100108"	106	"1700003C15Rik"	-0.0914234663490172	1	0
"gene100109"	107	"1700003D09Rik"	-0.0410958904109589	0.999999932743361	0
"gene100110"	108	"1700003E16Rik"	0.00744490768314473	0.999999865486721	2.00124171477402e-21
"gene100111"	109	"1700003E24Rik"	0.0043534618963016	0.0118558005981371	0.676654880490673
"gene100112"	110	"1700003F12Rik"	0.136373553579971	0.116267615780559	0.277106821455708
"gene100113"	111	"1700003G18Rik"	0.11596248505916	0.0877982189937904	0.27610082197136
"gene100114"	112	"1700003H04Rik"	-0.240023823704586	1	0
"gene100115"	113	"1700003I16Rik"	0.0336509827278142	1	0
"gene100117"	114	"1700003L19Rik"	0.104824300178678	0.999999904884748	0
"gene100118"	115	"1700003M07Rik"	0.12542383394225	0.575989964140165	0.0891543418704117
"gene100119"	116	"1700003N22Rik"	0.0175864923055997	0.987153165850614	0.00233560497199142
"gene100120"	117	"1700003O11Rik"	-0.160810005955926	1	0
"gene100121"	118	"1700003P14Rik"	0.0156179201373896	0.379052598694005	0.128393137156682
"gene100122"	119	"1700006A11Rik"	0.00330696512261255	0.963994600690533	0.00590173416991431
"gene100123"	120	"1700006F04Rik"	-0.106313281715307	1	0
"gene100124"	121	"1700006H21Rik"	-0.0279928528886242	1	0
"gene100125"	122	"1700006J14Rik"	0.0524121500893389	1	0
"gene100126"	123	"1700006P03Rik"	-0.02829064919595	1	0
"gene100127"	124	"1700007E05Rik"	-0.0804216855588832	0.999120880027855	0.000136808714668819
"gene100128"	125	"1700007F19Rik"	0.133925747318616	0.522306033451332	0.0995046095211188
"gene100129"	126	"1700007H22Rik"	-0.0181655747468731	1	0
"gene100130"	127	"1700007J10Rik"	-0.0402791309227497	0.0183147245018437	0.352398943396251
"gene100131"	128	"1700007K13Rik"	-0.0202501488981536	0.999999865486721	5.11347323286283e-20
"gene100132"	129	"1700007L15Rik"	2.88823986040416	0.00146835820189367	0.735737754932078
"gene100133"	130	"1700007M16Rik"	-0.0166765932102442	0.999999865486721	0
"gene100134"	131	"1700007P06Rik"	-0.0374643440439276	0.958553003882264	0.00619644896176433
"gene100135"	132	"1700008A23Rik"	0.0131030375223347	1	0
"gene100136"	133	"1700008B11Rik"	0.131850975005791	0.194839214277188	0.302834895760111
"gene100137"	134	"1700008C04Rik"	0.0160810005955926	1	6.29296418109743e-19
"gene100138"	135	"1700008H02Rik"	-0.0637284097677189	1	0
"gene100139"	136	"1700008J07Rik"	0.483300491815962	0.0693954154200904	0.29587466701359
"gene100140"	137	"1700008K24Rik"	0.0422870756402621	1	0
"gene100142"	138	"1700008O03Rik"	0.113392228409484	0.121381727270768	0.271182098994217
"gene100143"	139	"1700008P02Rik"	-0.169148302561048	1	0
"gene100144"	140	"1700009C05Rik"	0.166065928397816	0.26594902454199	0.183236364569475
"gene100145"	141	"1700009J07Rik"	-0.0156466594084265	0.560249521365066	0.073722028364883
"gene100146"	142	"1700009N14Rik"	0.185824512081993	0.261689409536536	0.179620498641779
"gene100147"	143	"1700010B08Rik"	0.0272064067916759	0.812530862028341	0.0308371019176408
"gene100148"	144	"1700010B13Rik"	0.0663581357305459	0.088175371975963	0.260999319567509
"gene100149"	145	"1700010D01Rik"	0.0730650922272393	0.504110155686148	0.100974423644802
"gene100150"	146	"1700010G06Rik"	-0.0783204288266825	0.999999865486721	0
"gene100151"	147	"1700010H22Rik"	0.0196545562835021	1	0
"gene100152"	148	"1700010I02Rik"	0.0226303415916267	0.757287056199256	0.046316345253102
"gene100153"	149	"1700010I14Rik"	2.17730707747498	0.144787462369112	0.267356739685131
"gene100154"	150	"1700010J16Rik"	0.0675997617629542	1	0
"gene100156"	151	"1700010K24Rik"	0.125914409648934	0.0287905991341491	0.359222335023408
"gene100157"	152	"1700010L04Rik"	-0.0145920190589636	1	0
"gene100158"	153	"1700010N08Rik"	0.11972168624887	0.260636238322528	0.185365253186852
"gene100159"	154	"1700011B04Rik"	0.17748659916617	1	0
"gene100160"	155	"1700011C11Rik"	0.035172984611195	0.987153165849998	0.00233560497166394
"gene100161"	156	"1700011D18Rik"	-0.00506253722453841	1	0
"gene100163"	157	"1700011L22Rik"	-0.00506253722453841	0.999999952442374	0
"gene100165"	158	"1700012A03Rik"	0.104526503871352	1	0
"gene100166"	159	"1700012B07Rik"	-0.314359738976578	0.0187077938776131	0.357802544461546
"gene100167"	160	"1700012B09Rik"	-0.064919594997022	1	0
"gene100169"	161	"1700012C14Rik"	0.162298987492555	1	0
"gene100170"	162	"1700012D14Rik"	-3.71911920079812	0.000162764326534869	0.613713248202942
"gene100171"	163	"1700012D16Rik"	1.55840029856893	4.11460639848232e-05	0.727499329342008
"gene100172"	164	"1700012E03Rik"	0.0815961882072662	1	0
"gene100173"	165	"1700012I11Rik"	0.185250744244418	0.00483569148015968	0.505514807889237
"gene100174"	166	"1700012J15Rik"	0.00863609291244788	1	0
"gene100175"	167	"1700012J22Rik"	0.00387135199523526	1	0
"gene100176"	168	"1700012P22Rik"	-0.0640262060750446	1	0
"gene100177"	169	"1700013A02Rik"	0.240722244635323	0.122856621453834	0.518027756389915
"gene100178"	170	"1700013D24Rik"	0.148302561048243	1	0
"gene100179"	171	"1700013F07Rik"	0.0631328171530673	1	0
"gene100180"	172	"1700013G24Rik"	-0.0273972602739726	1	0
"gene100181"	173	"1700013H16Rik"	-0.16408576533651	1	0
"gene100182"	174	"1700013M08Rik"	0.000824422330900102	0.749838494523309	0.0448313240306143
"gene100183"	175	"1700013N06Rik"	0.0690887432995831	1	0
"gene100184"	176	"1700014D04Rik"	0.0880588806689844	0.968150234260412	0.00480434667950901
"gene100186"	177	"1700014L14Rik"	-0.0276950565812984	0.999999883508083	0
"gene100187"	178	"1700015C15Rik"	0.0128052412150089	1	2.96189994242611e-20
"gene100188"	179	"1700015C17Rik"	1.46163550415368	0.00087843115591034	0.817236695755461
"gene100189"	180	"1700015F17Rik"	-0.0131030375223347	1	4.56543641520493e-20
"gene100190"	181	"1700015G11Rik"	0.0303752233472305	1	0
"gene100191"	182	"1700015H07Rik"	0.017586492305599	0.987153165850482	0.00233560497189136
"gene100192"	183	"1700015I17Rik"	0.0262060750446694	1	0
"gene100193"	184	"1700015O11Rik"	0.00268016676593211	0.999999932743361	0
"gene100194"	185	"1700016A09Rik"	-0.0179262397356764	0.855819994119775	0.0241057083309568
"gene100196"	186	"1700016B15Rik"	0.0592614651578321	1	0
"gene100197"	187	"1700016C15Rik"	0.330499125871299	0.351128529814499	0.14621028394017
"gene100198"	188	"1700016D06Rik"	0.389170210143318	0.00887912681705629	0.720270644024342
"gene100200"	189	"1700016F12Rik"	0.0163787969029184	0.999999904884748	0
"gene100201"	190	"1700016G22Rik"	0.035172984611195	0.987153165849998	0.00233560497166394
"gene100202"	191	"1700016H03Rik"	-0.0458606313281715	1	0
"gene100203"	192	"1700016H13Rik"	-0.00595592614651578	1	3.34767111223554e-19
"gene100204"	193	"1700016J18Rik"	0.0119118522930316	1	0
"gene100205"	194	"1700016K05Rik"	-0.0449282201232393	0.206933529437277	0.177421018077024
"gene100206"	195	"1700016K19Rik"	-0.0709410647899768	0.113603917422529	0.32319968925593
"gene100207"	196	"1700016L21Rik"	-0.483918999404407	1	0
"gene100208"	197	"1700016P03Rik"	-12.0264530413379	0.100015873440614	0.245254949988084
"gene100209"	198	"1700016P04Rik"	-0.0748776810861467	0.647747164925271	0.0581164454482647
"gene100210"	199	"1700017B05Rik"	57.518512599962	4.25507857191302e-08	0.881988165991749
"gene100211"	200	"1700017G19Rik"	0.0744490768314473	1	0
"gene100213"	201	"1700017J07Rik"	-0.00156280229392988	0.759144909930956	0.0448030073530023
"gene100215"	202	"1700017M07Rik"	-0.091721262656343	0.999999904884748	0
"gene100216"	203	"1700017N19Rik"	-0.0536665294649019	0.736635389194183	0.0448933475176002
"gene100217"	204	"1700018A04Rik"	-0.106908874329958	0.999999865486721	0
"gene100218"	205	"1700018A14Rik"	0.268304866398609	0.559258161339113	0.0933877627784396
"gene100219"	206	"1700018A23Rik"	0.374534034314684	0.000969660912030145	0.785241281513238
"gene100220"	207	"1700018B08Rik"	-0.0023823704586063	0.999999904884748	0
"gene100221"	208	"1700018B24Rik"	0.00493834174816904	0.742047237860789	0.0486344880918621
"gene100222"	209	"1700018F24Rik"	-0.01131625967838	0.999999904884748	0
"gene100224"	210	"1700018L02Rik"	1.43327623497226	0.000179490689218156	0.661484806573519
"gene100225"	211	"1700018M17Rik"	0.0601548540798094	1	0
"gene100226"	212	"1700018P08Rik"	-0.000893388921977364	1	0
"gene100227"	213	"1700019A02Rik"	-0.076235854675402	1	5.9738877285684e-20
"gene100228"	214	"1700019A23Rik"	-0.0276950565812984	1	0
"gene100229"	215	"1700019C18Rik"	-0.5112388513934	0.0080819797603789	0.404345354747441
"gene100230"	216	"1700019D03Rik"	0.409771105298212	0.0351228979821774	0.346677151777192
"gene100231"	217	"1700019E08Rik"	0.0336509827278142	1	0
"gene100232"	218	"1700019F05Rik"	-0.113417041603401	0.378921657695505	0.121171613117042
"gene100233"	219	"1700019G24Rik"	0.0113666416544762	0.595767855672759	0.0682620022535279
"gene100234"	220	"1700019J19Rik"	-0.0724449905317896	0.609177006902049	0.0718328497007829
"gene100235"	221	"1700019L13Rik"	-0.469338023916129	0.0509271767629027	0.387559322829794
"gene100236"	222	"1700019M22Rik"	0.0083382966051221	1	0
"gene100237"	223	"1700019N19Rik"	-0.0375223347230494	1	0
"gene100239"	224	"1700020A23Rik"	0.113496044261819	0.714408386911237	0.0585423924186721
"gene100240"	225	"1700020D05Rik"	-0.102296845722406	0.0113992349574076	0.394660279048048
"gene100242"	226	"1700020G03Rik"	0.0332408729506375	0.98457743134216	0.00292065545863291
"gene100243"	227	"1700020G17Rik"	-0.00605095039010272	0.111369128753454	0.222267261778158
"gene100244"	228	"1700020L24Rik"	1.38658797572933	6.12734064978954e-06	0.802696725345782
"gene100246"	229	"1700020N01Rik"	-0.0199523525908278	1	0
"gene100248"	230	"1700020N18Rik"	-0.0539802604822761	0.0358635385829261	0.601562223657959
"gene100249"	231	"1700021A07Rik"	1.38829754873623	0.000246495273061636	0.639125251635764
"gene100250"	232	"1700021F02Rik"	0.0854762263394876	0.301331801319309	0.167648802341382
"gene100251"	233	"1700021F07Rik"	0.157534246575342	1	0
"gene100252"	234	"1700021F13Rik"	0.0128052412150089	1	0
"gene100253"	235	"1700021G15Rik"	-0.0297796307325789	1	0
"gene100254"	236	"1700021J08Rik"	0.484595910104107	0.00459464910722479	0.572335751205954
"gene100255"	237	"1700021L23Rik"	-0.00863609291244784	0.999999809769497	3.28126575793397e-24
"gene100257"	238	"1700021P04Rik"	0.178392642343889	0.00889753455972406	0.460276474211179
"gene100258"	239	"1700022A21Rik"	0.00524886524030499	0.992500137124113	0.00108970797248309
"gene100259"	240	"1700022A22Rik"	0.108370205434207	0.722464212856207	0.0627538049138175
"gene100260"	241	"1700022E09Rik"	0.043776057176891	0.999999904884748	0
"gene100261"	242	"1700022H01Rik"	0.0336509827278142	1	1.99361102156505e-17
"gene100262"	243	"1700022H16Rik"	0.0259082787373437	1	0
"gene100263"	244	"1700022I11Rik"	-0.248064324002382	0.999999809769497	0
"gene100264"	245	"1700022N22Rik"	-0.540262102940854	0.225112158843564	0.245357316190907
"gene100265"	246	"1700023B13Rik"	-0.465958702226064	5.4202641031501e-06	0.6588362210732
"gene100266"	247	"1700023C21Rik"	-0.042582318803948	0.523904191470224	0.0892525303401597
"gene100267"	248	"1700023F02Rik"	0.0952948183442525	1	0
"gene100268"	249	"1700023G09Rik"	0.161107802263252	1	0
"gene100269"	250	"1700023H06Rik"	0.806418483421015	0.505051445441576	0.0972259798526435
"gene100270"	251	"1700024B05Rik"	-0.00923168552709946	0.999999932743361	1.9340764012948e-18
"gene100271"	252	"1700024B18Rik"	-0.0190589636688505	1	7.98653458354299e-17
"gene100272"	253	"1700024G13Rik"	0.0083382966051221	1	0
"gene100273"	254	"1700024I08Rik"	-0.0276950565812984	0.999999932743361	0
"gene100274"	255	"1700024J04Rik"	-0.0450739806101739	0.991292719067619	0.00129198614794393
"gene100275"	256	"1700025A08Rik"	0.0434782608695652	1	0
"gene100276"	257	"1700025B11Rik"	0.0079798238382446	0.608764611156033	0.0649362402274938
"gene100278"	258	"1700025D23Rik"	-0.0955926146515783	1	0
"gene100279"	259	"1700025F24Rik"	-0.057772483621203	1	0
"gene100280"	260	"1700025G04Rik"	-16.2916693069587	5.15818581319648e-11	0.969820960586295
"gene100281"	261	"1700025H01Rik"	0.00863609291244788	1	0
"gene100282"	262	"1700025J12Rik"	-0.00476474091721262	0.999999924804791	0
"gene100283"	263	"1700025K04Rik"	0.00150443506949565	0.821897164998767	0.0338283554995586
"gene100284"	264	"1700025K24Rik"	0.0505958771034737	0.472695893090159	0.0996418712525208
"gene100285"	265	"1700025L06Rik"	-0.0989515537257365	0.821214258516328	0.0322728239587509
"gene100286"	266	"1700025M24Rik"	0.0244611720051966	0.722594896427309	0.0450906871561801
"gene100287"	267	"1700025N21Rik"	0.69398228936468	0.0012624715640185	0.50314272370643
"gene100288"	268	"1700025N23Rik"	-0.00387135199523526	1	0
"gene100289"	269	"1700025O08Rik"	-0.0693865396069089	1	0
"gene100290"	270	"1700026D11Rik"	-3.02837681774359	2.49487773462643e-06	0.853638727992405
"gene100291"	271	"1700026F02Rik"	0.0973793924955331	1	0
"gene100292"	272	"1700026J12Rik"	-0.12090530077427	1	0
"gene100293"	273	"1700026J14Rik"	-0.0123441098642879	0.468903919997329	0.093044438434968
"gene100294"	274	"1700026N04Rik"	-0.0181655747468731	1	0
"gene100295"	275	"1700027A07Rik"	0.0571767056508848	0.888396370624504	0.0218618168283157
"gene100296"	276	"1700027A15Rik"	0.00369870348822118	0.596207546598338	0.0738036280681616
"gene100297"	277	"1700027F06Rik"	0.00863609291244788	1	0
"gene100298"	278	"1700027F09Rik"	5.49320674798629	8.72034962400688e-06	0.733986179861275
"gene100299"	279	"1700027H10Rik"	-0.115260746441836	0.51097548319257	0.0908239028676674
"gene100300"	280	"1700027I24Rik"	-0.012991905376683	0.188528381976065	0.207034066996464
"gene100301"	281	"1700027J07Rik"	0.250148898153663	0.999999865486721	0
"gene100302"	282	"1700028B04Rik"	0.0652173913043478	1	0
"gene100303"	283	"1700028D13Rik"	0.0604526503871352	1	0
"gene100304"	284	"1700028E10Rik"	5.84780290748199	0.00895423159832483	0.400268415780296
"gene100305"	285	"1700028I16Rik"	-0.00982727814175104	0.999999932743361	0
"gene100306"	286	"1700028J19Rik"	-0.10864977876174	0.774554537867357	0.0395335543716187
"gene100307"	287	"1700028K03Rik"	0.0672976233835853	0.723786284442728	0.0493855943681618
"gene100308"	288	"1700028M03Rik"	0.0125074449076831	0.999999932743361	0
"gene100309"	289	"1700028N14Rik"	-0.833948591845985	0.540560373174963	0.109623176963886
"gene100310"	290	"1700028P14Rik"	0.000361689818402712	0.550027650544917	0.0794240869844966
"gene100311"	291	"1700028P15Rik"	0.0214413341274568	1	0
"gene100312"	292	"1700029B22Rik"	0.0083382966051221	1	0
"gene100315"	293	"1700029F12Rik"	0.0116140559857058	1	0
"gene100316"	294	"1700029H14Rik"	-2.46576508071282	0.00644470121434189	0.904613228402248
"gene100317"	295	"1700029I15Rik"	-0.435378201310304	0.999999809769497	0
"gene100318"	296	"1700029J03Rik"	0.10267021847968	0.188685613547877	0.226597389708264
"gene100319"	297	"1700029J07Rik"	-0.0192716410917913	0.0671068541335921	0.422507659017131
"gene100320"	298	"1700029M03Rik"	0.330852787824195	0.543479998120276	0.0974833975854555
"gene100321"	299	"1700029M20Rik"	-0.124181060154854	1	0
"gene100322"	300	"1700029N11Rik"	0.11084468254246	0.351508874443255	0.278657068740755
"gene100323"	301	"1700029P11Rik"	0.0693865396069089	1	0
"gene100324"	302	"1700030A11Rik"	0.0556879094699226	1	0
"gene100325"	303	"1700030C10Rik"	0.0607726539949424	0.793611281796603	0.0383497734818993
"gene100326"	304	"1700030C12Rik"	-0.00476474091721262	0.999999924804791	0
"gene100327"	305	"1700030C14Rik"	0.00493834174874083	0.742047237860806	0.0486344881187619
"gene100328"	306	"1700030E10Rik"	-0.00923168552709946	0.999999932743361	1.9340764012948e-18
"gene100329"	307	"1700030F04Rik"	0.0029779630732579	1	0
"gene100330"	308	"1700030I03Rik"	-0.055092316855271	1	0
"gene100331"	309	"1700030J22Rik"	-0.0107206670637283	1	0
"gene100332"	310	"1700030K09Rik"	0.715604526503874	0.999999809769497	0
"gene100333"	311	"1700030L20Rik"	0.0262060750446694	0.999999932743361	0
"gene100334"	312	"1700030L22Rik"	-0.00565812983918999	0.999999904884748	2.49399574981112e-19
"gene100335"	313	"1700030M09Rik"	-0.0652147457346016	0.291405690192255	0.210844005407799
"gene100336"	314	"1700030N03Rik"	-0.0601026128654351	0.963529928509399	0.00552214803906668
"gene100338"	315	"1700030O20Rik"	-0.00565812983918999	1	0
"gene100339"	316	"1700031A10Rik"	0.0393091125670042	1	0
"gene100340"	317	"1700031F05Rik"	0.0231060320775415	0.0266826741170762	0.624220024518335
"gene100341"	318	"1700031F10Rik"	-0.00304609041436614	0.810477612358965	0.0400567681666574
"gene100342"	319	"1700031L13Rik"	0.0345443716497915	1	0
"gene100343"	320	"1700031M16Rik"	0.0387423038878999	0.193191099535419	0.263402367599009
"gene100344"	321	"1700031P21Rik"	0.0311553044223103	0.802541822079913	0.0330986275841645
"gene100345"	322	"1700034B16Rik"	0.0703459692223884	0.987153165849998	0.00233560497160461
"gene100346"	323	"1700034E13Rik"	-0.0887432995830851	1	0
"gene100347"	324	"1700034G24Rik"	0.0131030375223347	1	0
"gene100348"	325	"1700034H15Rik"	-0.0428826682549135	1	0
"gene100349"	326	"1700034I23Rik"	0.247627491726803	0.51162119808245	0.0993212193522852
"gene100350"	327	"1700034J04Rik"	-0.0279928528886242	1	0
"gene100351"	328	"1700034J05Rik"	0.246262537623237	0.549183360115339	0.0891881328031916
"gene100352"	329	"1700034K08Rik"	0.00590624993258837	0.449730314883249	0.0990586585001864
"gene100353"	330	"1700034P13Rik"	-0.081893984514592	1	0
"gene100354"	331	"1700036A12Rik"	0.210684815171033	0.746248834376047	0.0415241844333931
"gene100358"	332	"1700037C18Rik"	4.41972647132914	0.0748878638442133	0.286287841315732
"gene100359"	333	"1700037F03Rik"	0.00863609291244788	1	0
"gene100360"	334	"1700037H04Rik"	9.79855458029599	0.00016536278544274	0.593408514877905
"gene100362"	335	"1700039I01Rik"	0.0556879094699226	1	0
"gene100363"	336	"1700039M10Rik"	0.175997617629541	0.999999865486721	0
"gene100364"	337	"1700039M15Rik"	-0.0284418626176672	0.483573733833012	0.092929951577319
"gene100365"	338	"1700040D17Rik"	0.451243474179517	0.0475914261150601	0.312555529727561
"gene100366"	339	"1700040E09Rik"	0.00863609291244788	1	0
